N,Sample,DM,CP,Ash,aNDForm,ADICP,NDICP,SP,A2,B1,B2,C,A,B,kd,ERD6,Block,Column,Row,Position,Treatment,merged,Location,Year,Env,DM_201,CP_201,Ash_201,aNDForm_201,ADICP_201,NDICP_201,SP_201,A2_201,B1_201,B2_201,C_201,A_201,B_201,kd_201,ERD6_201,DM_202,CP_202,Ash_202,aNDForm_202,ADICP_202,NDICP_202,SP_202,A2_202,B1_202,B2_202,C_202,A_202,B_202,kd_202,ERD6_202
943,15444,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317,9,4,1,7,202,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
944,15445,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908,8,9,2,18,202,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
945,15446,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358,5,4,2,8,202,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
946,15447,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666,4,7,1,13,202,OR_2020,OR,2020,OR_2020,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666
947,15448,93.32,20.271,8.836,39.23,1.319,2.006,9.266,43.778,46.112,3.758,6.716,18.587,74.699,0.035,46.27,6,6,2,12,202,OR_2020,OR,2020,OR_2020,93.911,16.431,6.745,41.522,1.256,1.957,8.913,53.547,34.564,3.9,7.329,12.123,80.751,0.051,49.842,93.32,20.271,8.836,39.23,1.319,2.006,9.266,43.778,46.112,3.758,6.716,18.587,74.699,0.035,46.27
948,15449,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534,2,9,1,17,202,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
949,15450,93.265,17.523,7.336,41.353,1.262,1.848,8.166,48.765,40.061,3.587,7.214,15.342,77.419,0.042,49.625,10,5,2,10,202,OR_2020,OR,2020,OR_2020,93.421,18.106,7.458,38.039,1.286,2.247,10.164,54.724,32.845,4.592,7.193,11.501,81.369,0.051,48.106,93.265,17.523,7.336,41.353,1.262,1.848,8.166,48.765,40.061,3.587,7.214,15.342,77.419,0.042,49.625
950,15451,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852,3,5,1,9,202,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
951,15452,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037,1,10,2,20,202,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
952,15453,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616,11,9,2,18,202,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
953,15454,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309,7,10,1,19,202,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
954,15455,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,3,10,2,20,201,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
955,15456,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,9,8,2,16,201,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
956,15457,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,7,2,2,4,201,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
957,15458,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,4,3,2,6,201,OR_2020,OR,2020,OR_2020,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666
958,15459,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,11,2,1,3,201,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
959,15460,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,5,3,1,5,201,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
960,15461,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,8,4,1,7,201,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
961,15462,93.421,18.106,7.458,38.039,1.286,2.247,10.164,54.724,32.845,4.592,7.193,11.501,81.369,0.051,48.106,10,9,1,17,201,OR_2020,OR,2020,OR_2020,93.421,18.106,7.458,38.039,1.286,2.247,10.164,54.724,32.845,4.592,7.193,11.501,81.369,0.051,48.106,93.265,17.523,7.336,41.353,1.262,1.848,8.166,48.765,40.061,3.587,7.214,15.342,77.419,0.042,49.625
962,15463,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,1,2,1,3,201,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
963,15464,93.911,16.431,6.745,41.522,1.256,1.957,8.913,53.547,34.564,3.9,7.329,12.123,80.751,0.051,49.842,6,1,1,1,201,OR_2020,OR,2020,OR_2020,93.911,16.431,6.745,41.522,1.256,1.957,8.913,53.547,34.564,3.9,7.329,12.123,80.751,0.051,49.842,93.32,20.271,8.836,39.23,1.319,2.006,9.266,43.778,46.112,3.758,6.716,18.587,74.699,0.035,46.27
964,15465,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,2,5,2,10,201,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
965,155 ROBIN,93.295,17.46,7.768,39.566,1.346,2.127,8.963,50.97,36.931,4.379,7.516,14.402,78.028,0.043,47.906,6,8,2,16,155,OR_2020,OR,2020,OR_2020,93.911,16.431,6.745,41.522,1.256,1.957,8.913,53.547,34.564,3.9,7.329,12.123,80.751,0.051,49.842,93.32,20.271,8.836,39.23,1.319,2.006,9.266,43.778,46.112,3.758,6.716,18.587,74.699,0.035,46.27
966,156 SWIFT,93.501,17.992,7.906,39.018,1.264,2.053,8.153,46.051,42.365,4.27,7.136,15.929,77.024,0.053,51.999,6,2,2,4,156,OR_2020,OR,2020,OR_2020,93.911,16.431,6.745,41.522,1.256,1.957,8.913,53.547,34.564,3.9,7.329,12.123,80.751,0.051,49.842,93.32,20.271,8.836,39.23,1.319,2.006,9.266,43.778,46.112,3.758,6.716,18.587,74.699,0.035,46.27
967,157 mallard,93.303,19.609,8.735,36.158,1.264,2.123,9.747,48.702,39.959,4.321,6.697,15.114,78.223,0.048,49.194,10,1,2,2,157,OR_2020,OR,2020,OR_2020,93.421,18.106,7.458,38.039,1.286,2.247,10.164,54.724,32.845,4.592,7.193,11.501,81.369,0.051,48.106,93.265,17.523,7.336,41.353,1.262,1.848,8.166,48.765,40.061,3.587,7.214,15.342,77.419,0.042,49.625
968,158 AFX002,93.519,17.539,8.41,42.069,1.29,2.019,7.736,44.953,43.415,4.008,7.365,17.207,75.416,0.045,49.604,8,6,1,11,158,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
969,159 afx003,93.388,15.881,7.765,42.218,1.312,2.024,8.234,52.323,35.331,4.12,7.707,13.577,78.651,0.048,49.317,1,5,2,10,159,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
970,16 467960,93.435,17.766,7.048,38.072,1.189,1.856,9.51,53.783,35.333,3.724,6.738,11.78,81.495,0.05,49.4,9,6,1,11,16,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
971,160 pgi529,93.542,16.585,8.642,38.512,1.249,1.997,8.512,51.041,37.499,3.972,7.097,13.926,78.836,0.05,49.058,1,9,2,18,160,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
972,161 rugged,93.52,18.114,7.76,39.579,1.272,2.022,9.631,52.242,37.083,4.084,7.01,13.133,79.939,0.048,48.278,3,8,2,16,161,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
973,162 AFX457,93.65,17.324,7.168,37.49,1.138,1.848,9.598,55.383,34.203,3.728,6.434,11.08,82.4,0.053,51.596,8,7,2,14,162,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
974,163 afx007,93.235,20.213,7.657,35.493,1.127,1.774,10.585,51.888,38.817,3.31,5.753,13.377,80.823,0.052,50.103,11,8,1,15,163,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
975,164 AFX008,93.321,19.714,8.777,37.228,1.273,2.036,9.06,45.425,43.653,3.902,6.515,17.538,75.897,0.038,47.465,9,2,2,4,164,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
976,165 afx009,93.356,17.521,7.83,39.224,1.346,2.198,8.36,47.904,39.3,4.676,7.51,15.34,77.129,0.049,51.257,7,1,2,2,165,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
977,166 HI-GEST6,93.008,19.311,8.992,34.681,1.263,2.03,10.106,51.784,36.949,4.131,6.773,13.875,79.34,0.046,47.999,7,6,2,12,166,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
978,167 CISCOLL,93.359,16.965,8.545,43.307,1.47,2.438,8.203,47.767,38.761,5.034,8.33,15.942,75.712,0.04,44.264,1,8,1,15,167,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
979,168 AFX012,93.239,19.15,8.287,39.235,1.285,2.084,8.755,45.804,42.784,4.189,6.965,16.797,76.322,0.042,48.613,7,8,2,16,168,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
980,17 502473,93.414,16.563,5.825,37.178,1.17,1.927,8.77,54.287,34.438,4.236,7.088,11.332,81.672,0.054,52.058,5,3,2,6,17,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
981,170 AFX015,93.564,19.362,8.45,37.309,1.233,1.983,10.023,51.035,38.089,3.823,6.322,13.637,80.101,0.043,46.487,9,5,1,9,170,OR_2020,OR,2020,OR_2020,94.039,16.206,6.839,39.371,1.188,1.823,8.39,52.041,36.938,3.714,7.135,12.563,80.367,0.052,50.943,93.359,18.922,8.289,37.843,1.356,2.213,9.661,50.574,36.764,4.35,7.167,13.511,79.28,0.04,46.317
982,171 AFX016,93.436,17.329,7.196,39.246,1.253,2.069,8.233,47.816,40.448,4.386,7.276,14.509,78.236,0.053,52.172,5,1,2,2,171,OR_2020,OR,2020,OR_2020,93.242,17.245,6.806,39.252,1.238,2.051,8.976,52.231,36.236,4.086,7.01,13.308,79.704,0.046,48.92,93.409,18.889,6.997,35.355,1.171,1.914,10.283,54.029,35.218,3.898,6.261,11.351,82.355,0.053,50.358
983,172 AFX017,93.427,16.391,8.09,35.906,1.141,1.81,7.957,49.526,39.738,3.845,6.747,13.856,79.344,0.062,53.865,10,6,1,11,172,OR_2020,OR,2020,OR_2020,93.421,18.106,7.458,38.039,1.286,2.247,10.164,54.724,32.845,4.592,7.193,11.501,81.369,0.051,48.106,93.265,17.523,7.336,41.353,1.262,1.848,8.166,48.765,40.061,3.587,7.214,15.342,77.419,0.042,49.625
984,173 AFX018,93.418,17.393,8.798,38.809,1.185,2.017,8.264,49.101,40.165,4.054,6.982,14.962,78.013,0.058,52.687,2,2,1,3,173,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
985,174 AFX019,93.418,17.652,7.847,38.655,1.324,2.232,8.724,50.243,36.984,4.805,7.451,13.529,78.929,0.047,48.54,7,9,2,18,174,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
986,175 AFX020,93.761,17.27,7.307,37.948,1.24,2.037,9.348,53.928,34.246,4.289,7.17,11.912,80.946,0.048,50.707,10,10,2,20,175,OR_2020,OR,2020,OR_2020,93.421,18.106,7.458,38.039,1.286,2.247,10.164,54.724,32.845,4.592,7.193,11.501,81.369,0.051,48.106,93.265,17.523,7.336,41.353,1.262,1.848,8.166,48.765,40.061,3.587,7.214,15.342,77.419,0.042,49.625
987,176 ls202,93.47,18.305,8.125,37.631,1.269,2.014,9.75,52.353,36.653,4.053,6.925,13.093,80.033,0.043,45.997,1,6,1,11,176,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
988,177 ls302,93.565,16.46,7.154,41.742,1.381,2.24,8.647,52.135,34.898,4.723,7.978,13.123,78.906,0.044,47.165,3,9,2,18,177,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
989,178 LS605,93.642,16.265,7.948,37.32,1.094,1.795,7.897,50.75,39.163,3.69,6.768,13.611,79.613,0.058,52.696,2,1,1,1,178,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
990,179 ls206,93.256,16.871,7.279,38.894,1.331,2.139,9.392,55.982,31.672,4.567,7.659,11.165,81.079,0.044,48.115,2,6,1,11,179,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
991,18 502477,93.565,14.709,7.622,43.69,1.331,2.116,7.623,52.44,35.077,4.437,8.24,13.343,78.447,0.053,49.491,1,10,1,19,18,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
992,180 5454,93.581,17.506,7.095,40.716,1.223,1.93,8.693,50.586,38.11,3.881,6.958,14.742,78.425,0.045,48.864,11,3,1,5,180,OR_2020,OR,2020,OR_2020,93.562,17.803,7.399,40.033,1.219,1.993,8.715,50.002,38.618,3.929,7.149,13.991,78.994,0.053,50.885,93.702,19.098,7.708,35.234,1.119,1.743,9.529,49.434,40.788,3.318,5.863,14.294,79.863,0.055,52.616
993,181 54q29,93.831,16.246,8.275,40.682,1.207,1.838,8.649,52.472,36.642,3.553,7.006,12.875,80.11,0.054,49.707,2,3,1,5,181,OR_2020,OR,2020,OR_2020,93.417,15.675,7.581,43.462,1.29,2.107,7.863,50.842,37.193,4.369,7.822,14.37,77.779,0.054,51.653,93.478,16.662,7.903,39.368,1.264,1.913,8.89,53.012,35.49,3.939,7.197,12.006,80.738,0.047,48.534
994,182 5432,93.468,17.175,6.707,42.196,1.284,2.062,7.606,46.437,41.836,4.283,7.521,16.133,76.426,0.047,50.535,4,10,2,20,182,OR_2020,OR,2020,OR_2020,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666
995,183 55v12,93.674,16.448,7.236,38.882,1.19,1.978,8.956,54.524,33.941,4.178,7.039,11.339,81.517,0.056,49.879,3,2,1,3,183,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
996,184 5364,94.034,17.912,7.796,36.556,1.18,1.976,9.598,52.782,36.508,4.175,6.501,12.404,81.14,0.05,48.924,8,10,2,20,184,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
997,185 54VQ52,93.165,19.417,8.389,40.841,1.343,2.297,8.56,43.572,44.203,4.427,7.334,17.927,74.665,0.045,49.132,6,5,2,10,185,OR_2020,OR,2020,OR_2020,93.911,16.431,6.745,41.522,1.256,1.957,8.913,53.547,34.564,3.9,7.329,12.123,80.751,0.051,49.842,93.32,20.271,8.836,39.23,1.319,2.006,9.266,43.778,46.112,3.758,6.716,18.587,74.699,0.035,46.27
998,186 SW5512Y,93.581,18.504,7.692,40.632,1.338,2.155,9.926,52.481,35.534,4.461,7.315,13.585,79.268,0.04,45.26,7,7,1,13,186,OR_2020,OR,2020,OR_2020,93.146,20.555,8.65,35.532,1.285,2.194,10.112,48.094,40.073,4.448,6.753,15.154,78.095,0.046,47.306,93.591,18.136,8.306,35.503,1.2,1.796,9.486,51.952,37.699,3.644,6.541,13.082,80.357,0.05,51.309
999,187 sw3406,93.783,17.113,8.299,38.584,1.247,2.025,8.262,48.718,39.558,4.194,7.172,14.217,78.555,0.056,51.427,3,4,2,8,187,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
1000,188 55Q28,93.752,17.967,7.244,39.544,1.22,2.018,9.547,52.701,35.882,3.947,6.687,12.706,80.691,0.046,50.052,6,3,1,5,188,OR_2020,OR,2020,OR_2020,93.911,16.431,6.745,41.522,1.256,1.957,8.913,53.547,34.564,3.9,7.329,12.123,80.751,0.051,49.842,93.32,20.271,8.836,39.23,1.319,2.006,9.266,43.778,46.112,3.758,6.716,18.587,74.699,0.035,46.27
1001,189 55q27,93.493,16.017,7.315,39.149,1.152,1.818,8.079,51.78,37.254,3.826,6.968,12.177,80.701,0.059,51.942,3,3,1,5,189,OR_2020,OR,2020,OR_2020,94.205,15.199,7.135,42.098,1.19,1.766,7.808,51.657,37.129,3.61,7.317,12.446,80.139,0.055,51.17,93.618,16.95,8.385,41.015,1.292,2.041,8.671,50.627,37.62,4.037,7.294,13.987,78.712,0.046,46.852
1002,19 502480,93.548,16.598,8.007,38.004,1.241,2.087,9.166,54.512,34.269,4.429,7.368,12.525,80.143,0.053,50.419,8,2,2,4,19,OR_2020,OR,2020,OR_2020,93.299,18.246,8.003,43.025,1.527,2.565,9.384,50.556,34.979,5.294,8.591,13.494,77.964,0.039,43.341,93.757,16.297,7.157,40.418,1.181,1.689,8.105,50.639,39.204,3.492,6.941,13.649,79.421,0.052,50.908
1003,190 55v48,93.513,15.222,7.064,43.103,1.201,1.822,8.022,54.182,34.858,3.61,7.407,12.555,79.819,0.053,50.901,1,7,1,13,190,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
1004,191 sw4203z,93.458,16.677,7.351,39.991,1.232,1.877,8.602,52.785,36.103,3.783,7.189,12.891,79.917,0.052,50.329,4,5,1,9,191,OR_2020,OR,2020,OR_2020,93.566,16.733,7.643,42.973,1.282,1.998,8.491,50.331,37.849,3.72,7.328,14.542,78.201,0.045,48.799,93.363,17.36,7.403,41.137,1.202,1.851,8.466,49.8,39.155,3.557,6.86,15.033,78.141,0.044,47.666
1005,192 SW5210,93.9,15.41,8.008,41.227,1.187,1.844,7.233,49.005,39.823,3.798,7.256,14.832,77.812,0.057,52.5,1,3,2,6,192,OR_2020,OR,2020,OR_2020,93.824,15.307,7.273,39.355,1.159,1.852,8.57,54.697,34.63,3.731,7.06,11.534,81.474,0.054,49.538,93.64,15.766,7.897,40.439,1.187,1.889,8.168,52.552,36.397,3.929,7.113,12.82,80.03,0.056,52.037
