N,Sample,DM,CP,Ash,aNDForm,ADICP,NDICP,SP,A2,B1,B2,C,A,B,kd,ERD6,Block,Column,Row,Position,Treatment,merged,Location,Year,Env,DM_201,CP_201,Ash_201,aNDForm_201,ADICP_201,NDICP_201,SP_201,A2_201,B1_201,B2_201,C_201,A_201,B_201,kd_201,ERD6_201,DM_202,CP_202,Ash_202,aNDForm_202,ADICP_202,NDICP_202,SP_202,A2_202,B1_202,B2_202,C_202,A_202,B_202,kd_202,ERD6_202
1385,15623,94.448,19.067,8.466,29.095,0.858,1.217,10.899,56.524,36.449,2.203,4.634,8.916,86.352,0.059,49.916,8,2,4,8,193,WA_2021,WA,2021,WA_2021,94.749,16.855,7.003,31.132,0.872,1.327,10.204,60.15,31.294,2.799,5.241,5.861,88.882,0.054,46.846,94.847,17.784,7.139,28.213,0.769,1.254,10.554,59.118,33.553,2.522,4.416,7.29,88.414,0.059,50.767
1387,15625,94.916,17.179,6.459,25.983,0.788,1.335,10.14,58.473,33.003,3.015,4.966,6.038,89.051,0.058,49.499,9,1,2,2,31,WA_2021,WA,2021,WA_2021,94.647,17.215,6.599,27.165,0.831,1.305,10.424,59.545,31.858,2.917,5.122,5.716,89.012,0.053,47.517,94.639,17.968,6.587,27.184,0.834,1.34,10.801,59.748,32.438,2.954,4.667,6.969,88.229,0.05,49.379
1388,15626,94.151,20.495,7.974,27.832,0.777,1.17,10.751,53.186,40.798,1.952,3.872,10.76,85.332,0.061,53.205,3,1,3,3,40,WA_2021,WA,2021,WA_2021,94.119,20.16,7.725,28.148,0.808,1.212,11.446,57.172,36.392,1.974,4.086,8.435,87.356,0.06,51.284,94.247,19.431,7.61,30.138,0.827,1.117,10.84,56.527,36.868,1.883,4.362,8.389,87.255,0.06,51.13
1390,15628,94.217,19.847,7.422,31.006,0.852,1.284,11.224,57.643,35.981,2.039,4.288,9.277,86.431,0.053,50.92,2,1,4,4,24,WA_2021,WA,2021,WA_2021,94.211,20.131,8.116,29.963,0.809,1.316,10.475,53.238,40.235,2.216,4.131,11.304,84.607,0.061,53.609,94.497,18.358,7.282,29.061,0.779,1.277,10.819,59.728,33.203,2.175,4.397,7.224,88.294,0.059,50.562
1391,15629,94.258,20.327,8.066,29.011,0.802,1.272,10.674,52.978,40.639,2.199,4.015,11.796,84.289,0.057,51.221,4,2,3,7,202,WA_2021,WA,2021,WA_2021,94.768,16.882,6.771,31.234,0.802,1.328,10.199,60.293,31.497,2.599,4.976,6.267,88.82,0.059,49.773,94.258,20.327,8.066,29.011,0.802,1.272,10.674,52.978,40.639,2.199,4.015,11.796,84.289,0.057,51.221
1392,15630,94.052,20.163,7.912,31.349,0.828,1.253,10.65,53.89,39.324,2.129,4.314,10.485,85.406,0.062,51.893,3,5,3,19,33,WA_2021,WA,2021,WA_2021,94.119,20.16,7.725,28.148,0.808,1.212,11.446,57.172,36.392,1.974,4.086,8.435,87.356,0.06,51.284,94.247,19.431,7.61,30.138,0.827,1.117,10.84,56.527,36.868,1.883,4.362,8.389,87.255,0.06,51.13
1393,15631,94.778,14.925,6.518,29.563,0.777,1.091,8.908,59.207,32.693,2.41,5.248,6.708,88.081,0.058,49.314,8,3,4,12,58,WA_2021,WA,2021,WA_2021,94.749,16.855,7.003,31.132,0.872,1.327,10.204,60.15,31.294,2.799,5.241,5.861,88.882,0.054,46.846,94.847,17.784,7.139,28.213,0.769,1.254,10.554,59.118,33.553,2.522,4.416,7.29,88.414,0.059,50.767
1395,15633,94.574,18.885,8.158,29.174,0.834,1.234,10.228,54.775,38.639,2.284,4.453,9.868,85.676,0.059,52.236,3,1,1,1,91,WA_2021,WA,2021,WA_2021,94.119,20.16,7.725,28.148,0.808,1.212,11.446,57.172,36.392,1.974,4.086,8.435,87.356,0.06,51.284,94.247,19.431,7.61,30.138,0.827,1.117,10.84,56.527,36.868,1.883,4.362,8.389,87.255,0.06,51.13
1396,15634,94.785,15.881,6.061,27.214,0.821,1.246,9.149,57.572,33.912,3.05,5.332,6.761,87.766,0.054,49.145,10,3,3,11,88,WA_2021,WA,2021,WA_2021,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,94.489,18.331,7.684,29.345,0.864,1.262,10.757,58.453,33.942,2.407,4.777,8.008,87.092,0.051,47.072
1398,15636,94.307,21.475,7.138,23.525,0.779,1.262,13.133,62.027,31.55,2.271,3.557,5.745,90.512,0.056,49.957,10,4,1,13,85,WA_2021,WA,2021,WA_2021,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,94.489,18.331,7.684,29.345,0.864,1.262,10.757,58.453,33.942,2.407,4.777,8.008,87.092,0.051,47.072
1399,15637,94.6,16.46,6.39,28.757,0.812,1.294,10.061,60.777,30.92,2.846,5.062,5.811,89.025,0.052,47.188,9,5,2,18,20,WA_2021,WA,2021,WA_2021,94.647,17.215,6.599,27.165,0.831,1.305,10.424,59.545,31.858,2.917,5.122,5.716,89.012,0.053,47.517,94.639,17.968,6.587,27.184,0.834,1.34,10.801,59.748,32.438,2.954,4.667,6.969,88.229,0.05,49.379
1400,15638,94.209,18.17,7.334,27.556,0.8,1.208,10.593,59.527,33.234,2.285,4.643,6.59,88.678,0.06,50.581,2,3,4,12,3,WA_2021,WA,2021,WA_2021,94.211,20.131,8.116,29.963,0.809,1.316,10.475,53.238,40.235,2.216,4.131,11.304,84.607,0.061,53.609,94.497,18.358,7.282,29.061,0.779,1.277,10.819,59.728,33.203,2.175,4.397,7.224,88.294,0.059,50.562
1401,15639,94.474,18.324,6.604,24.514,0.729,1.131,10.804,60.199,33.21,2.273,4.139,6.433,89.301,0.056,49.74,4,1,4,4,22,WA_2021,WA,2021,WA_2021,94.768,16.882,6.771,31.234,0.802,1.328,10.199,60.293,31.497,2.599,4.976,6.267,88.82,0.059,49.773,94.258,20.327,8.066,29.011,0.802,1.272,10.674,52.978,40.639,2.199,4.015,11.796,84.289,0.057,51.221
1403,15641,94.597,17.122,6.055,26.013,0.808,1.311,9.975,58.761,32.742,2.942,5.125,6.152,88.569,0.056,49.296,10,1,2,2,92,WA_2021,WA,2021,WA_2021,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,94.489,18.331,7.684,29.345,0.864,1.262,10.757,58.453,33.942,2.407,4.777,8.008,87.092,0.051,47.072
1404,15642,94.582,17.065,6.642,29.632,0.853,1.288,10.407,60.959,31.128,2.758,5.221,6.331,88.394,0.05,47.948,8,1,2,2,112,WA_2021,WA,2021,WA_2021,94.749,16.855,7.003,31.132,0.872,1.327,10.204,60.15,31.294,2.799,5.241,5.861,88.882,0.054,46.846,94.847,17.784,7.139,28.213,0.769,1.254,10.554,59.118,33.553,2.522,4.416,7.29,88.414,0.059,50.767
1405,15643,94.837,16.231,6.594,28.016,0.805,1.225,9.516,59.285,32.103,2.671,5.233,6.328,88.281,0.054,48.767,10,2,4,8,101,WA_2021,WA,2021,WA_2021,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,94.489,18.331,7.684,29.345,0.864,1.262,10.757,58.453,33.942,2.407,4.777,8.008,87.092,0.051,47.072
1408,15646,94.557,19.409,7.712,27.377,0.791,1.295,11.284,58.88,34.059,2.533,4.13,7.579,88.224,0.055,49.305,4,2,2,6,165,WA_2021,WA,2021,WA_2021,94.768,16.882,6.771,31.234,0.802,1.328,10.199,60.293,31.497,2.599,4.976,6.267,88.82,0.059,49.773,94.258,20.327,8.066,29.011,0.802,1.272,10.674,52.978,40.639,2.199,4.015,11.796,84.289,0.057,51.221
1410,15648,94.491,19.35,7.513,27.405,0.843,1.227,11.1,58.364,34.784,2.409,4.471,7.556,87.817,0.054,49.898,6,2,4,8,176,WA_2021,WA,2021,WA_2021,94.545,16.336,6.496,29.365,0.815,1.319,9.841,59.995,31.847,2.858,5.147,6.489,88.398,0.056,48.447,94.472,22.669,8.466,27.523,0.824,1.21,12.745,56.492,38.046,1.88,3.487,8.653,87.923,0.058,49.958
1411,15649,94.821,15.046,6.351,33.724,0.871,1.241,8.472,56.963,34.013,2.618,5.753,8.112,86.14,0.055,49.794,11,2,1,5,2,WA_2021,WA,2021,WA_2021,94.261,17.791,6.871,28.597,0.864,1.292,10.448,58.588,33.422,2.621,4.9,7.429,87.577,0.053,48.65,94.575,20.155,7.062,29.18,0.824,1.284,11.367,57.813,34.98,2.307,4.17,7.824,87.905,0.056,49.601
1412,15650,94.193,20.033,8.204,29.769,0.878,1.378,11.459,58.095,34.883,2.582,4.543,8.753,86.753,0.055,47.992,5,1,2,2,174,WA_2021,WA,2021,WA_2021,94.501,18.286,7.248,30.974,0.847,1.162,10.388,57.085,35.493,2.146,4.879,7.711,87.447,0.058,50.112,94.829,18.082,7.153,28.978,0.919,1.326,10.392,57.328,34.178,2.95,5.327,7.085,87.494,0.053,48.537
1413,15651,94.847,17.784,7.139,28.213,0.769,1.254,10.554,59.118,33.553,2.522,4.416,7.29,88.414,0.059,50.767,8,5,1,17,202,WA_2021,WA,2021,WA_2021,94.749,16.855,7.003,31.132,0.872,1.327,10.204,60.15,31.294,2.799,5.241,5.861,88.882,0.054,46.846,94.847,17.784,7.139,28.213,0.769,1.254,10.554,59.118,33.553,2.522,4.416,7.29,88.414,0.059,50.767
1414,15652,94.607,17.534,6.382,25.669,0.82,1.252,10.533,59.681,32.316,2.766,4.86,5.952,89.026,0.054,48.902,10,4,2,14,15,WA_2021,WA,2021,WA_2021,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,94.489,18.331,7.684,29.345,0.864,1.262,10.757,58.453,33.942,2.407,4.777,8.008,87.092,0.051,47.072
1415,15653,94.276,17.016,7.157,27.359,0.795,1.139,10.141,58.989,33.328,2.474,4.769,7.17,87.911,0.055,48.739,10,1,1,1,49,WA_2021,WA,2021,WA_2021,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,94.489,18.331,7.684,29.345,0.864,1.262,10.757,58.453,33.942,2.407,4.777,8.008,87.092,0.051,47.072
1416,15654,94.82,18.763,7.474,31.053,0.89,1.333,10.118,54.592,37.312,2.583,5.012,8.966,86.052,0.057,49.947,9,4,3,15,173,WA_2021,WA,2021,WA_2021,94.647,17.215,6.599,27.165,0.831,1.305,10.424,59.545,31.858,2.917,5.122,5.716,89.012,0.053,47.517,94.639,17.968,6.587,27.184,0.834,1.34,10.801,59.748,32.438,2.954,4.667,6.969,88.229,0.05,49.379
1418,15656,94.486,17.128,6.972,26.429,0.766,1.282,10.124,60.384,31.537,2.74,4.707,6.442,88.531,0.057,50.146,8,1,4,4,98,WA_2021,WA,2021,WA_2021,94.749,16.855,7.003,31.132,0.872,1.327,10.204,60.15,31.294,2.799,5.241,5.861,88.882,0.054,46.846,94.847,17.784,7.139,28.213,0.769,1.254,10.554,59.118,33.553,2.522,4.416,7.29,88.414,0.059,50.767
1419,15657,94.557,16.97,7.006,28.798,0.789,1.189,9.948,59.122,33.708,2.401,4.918,6.464,88.619,0.06,50.72,6,4,2,14,46,WA_2021,WA,2021,WA_2021,94.545,16.336,6.496,29.365,0.815,1.319,9.841,59.995,31.847,2.858,5.147,6.489,88.398,0.056,48.447,94.472,22.669,8.466,27.523,0.824,1.21,12.745,56.492,38.046,1.88,3.487,8.653,87.923,0.058,49.958
1420,15658,94.41,16.418,6.621,29.413,0.799,1.321,9.611,58.373,33.577,2.989,4.96,7.083,87.96,0.061,51.5,5,5,1,17,130,WA_2021,WA,2021,WA_2021,94.501,18.286,7.248,30.974,0.847,1.162,10.388,57.085,35.493,2.146,4.879,7.711,87.447,0.058,50.112,94.829,18.082,7.153,28.978,0.919,1.326,10.392,57.328,34.178,2.95,5.327,7.085,87.494,0.053,48.537
1421,15659,94.354,19.961,8.777,29.58,0.803,1.171,10.315,51.339,42.954,1.837,3.963,12.242,83.869,0.062,52.333,3,4,4,16,185,WA_2021,WA,2021,WA_2021,94.119,20.16,7.725,28.148,0.808,1.212,11.446,57.172,36.392,1.974,4.086,8.435,87.356,0.06,51.284,94.247,19.431,7.61,30.138,0.827,1.117,10.84,56.527,36.868,1.883,4.362,8.389,87.255,0.06,51.13
1422,15660,94.778,17.192,6.953,29.108,0.86,1.285,9.113,54.261,37.897,2.623,5.232,9.074,85.63,0.055,51.686,6,4,3,15,113,WA_2021,WA,2021,WA_2021,94.545,16.336,6.496,29.365,0.815,1.319,9.841,59.995,31.847,2.858,5.147,6.489,88.398,0.056,48.447,94.472,22.669,8.466,27.523,0.824,1.21,12.745,56.492,38.046,1.88,3.487,8.653,87.923,0.058,49.958
1423,15661,94.379,18.493,6.796,26.999,0.777,1.231,11.632,62.813,29.868,2.59,4.179,5.868,89.931,0.052,46.814,9,4,1,13,132,WA_2021,WA,2021,WA_2021,94.647,17.215,6.599,27.165,0.831,1.305,10.424,59.545,31.858,2.917,5.122,5.716,89.012,0.053,47.517,94.639,17.968,6.587,27.184,0.834,1.34,10.801,59.748,32.438,2.954,4.667,6.969,88.229,0.05,49.379
1427,15665,94.474,19.945,7.947,26.58,0.858,1.278,11.528,58.151,34.405,2.388,4.532,7.417,87.93,0.052,48.21,10,2,3,7,166,WA_2021,WA,2021,WA_2021,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,94.489,18.331,7.684,29.345,0.864,1.262,10.757,58.453,33.942,2.407,4.777,8.008,87.092,0.051,47.072
1428,15666,94.668,17.649,6.869,25.901,0.774,1.354,10.211,59.224,32.787,2.919,4.774,6.212,88.94,0.062,51.821,4,5,2,18,120,WA_2021,WA,2021,WA_2021,94.768,16.882,6.771,31.234,0.802,1.328,10.199,60.293,31.497,2.599,4.976,6.267,88.82,0.059,49.773,94.258,20.327,8.066,29.011,0.802,1.272,10.674,52.978,40.639,2.199,4.015,11.796,84.289,0.057,51.221
1429,15667,94.748,15.403,6.731,31.941,0.83,1.266,9.142,59.676,32.082,2.702,5.434,7.011,87.655,0.058,49.482,6,5,1,17,71,WA_2021,WA,2021,WA_2021,94.545,16.336,6.496,29.365,0.815,1.319,9.841,59.995,31.847,2.858,5.147,6.489,88.398,0.056,48.447,94.472,22.669,8.466,27.523,0.824,1.21,12.745,56.492,38.046,1.88,3.487,8.653,87.923,0.058,49.958
1431,15669,94.749,17.484,6.939,28.506,0.788,1.205,10.41,59.268,33.083,2.49,4.657,6.209,89.169,0.058,49.327,11,2,4,8,39,WA_2021,WA,2021,WA_2021,94.261,17.791,6.871,28.597,0.864,1.292,10.448,58.588,33.422,2.621,4.9,7.429,87.577,0.053,48.65,94.575,20.155,7.062,29.18,0.824,1.284,11.367,57.813,34.98,2.307,4.17,7.824,87.905,0.056,49.601
1439,15677,94.375,18.032,7.141,28.336,0.83,1.322,10.135,57.312,34.795,2.767,4.855,7.66,87.329,0.059,50.622,5,4,1,13,99,WA_2021,WA,2021,WA_2021,94.501,18.286,7.248,30.974,0.847,1.162,10.388,57.085,35.493,2.146,4.879,7.711,87.447,0.058,50.112,94.829,18.082,7.153,28.978,0.919,1.326,10.392,57.328,34.178,2.95,5.327,7.085,87.494,0.053,48.537
1441,15679,94.545,16.336,6.496,29.365,0.815,1.319,9.841,59.995,31.847,2.858,5.147,6.489,88.398,0.056,48.447,6,4,1,13,201,WA_2021,WA,2021,WA_2021,94.545,16.336,6.496,29.365,0.815,1.319,9.841,59.995,31.847,2.858,5.147,6.489,88.398,0.056,48.447,94.472,22.669,8.466,27.523,0.824,1.21,12.745,56.492,38.046,1.88,3.487,8.653,87.923,0.058,49.958
1442,15680,94.738,17.404,6.807,27.076,0.796,1.189,9.895,58.146,34.416,2.315,4.921,6.626,88.297,0.058,51.378,6,3,3,11,118,WA_2021,WA,2021,WA_2021,94.545,16.336,6.496,29.365,0.815,1.319,9.841,59.995,31.847,2.858,5.147,6.489,88.398,0.056,48.447,94.472,22.669,8.466,27.523,0.824,1.21,12.745,56.492,38.046,1.88,3.487,8.653,87.923,0.058,49.958
1452,15690,94.821,16.093,6.338,27.936,0.801,1.214,9.475,58.933,32.4,2.803,5.298,5.956,88.721,0.056,49.133,9,4,2,14,122,WA_2021,WA,2021,WA_2021,94.647,17.215,6.599,27.165,0.831,1.305,10.424,59.545,31.858,2.917,5.122,5.716,89.012,0.053,47.517,94.639,17.968,6.587,27.184,0.834,1.34,10.801,59.748,32.438,2.954,4.667,6.969,88.229,0.05,49.379
1453,15691,95.079,16.235,6.729,30.783,0.851,1.265,9.232,56.674,35.166,2.712,5.356,7.911,86.718,0.054,48.939,8,4,2,14,28,WA_2021,WA,2021,WA_2021,94.749,16.855,7.003,31.132,0.872,1.327,10.204,60.15,31.294,2.799,5.241,5.861,88.882,0.054,46.846,94.847,17.784,7.139,28.213,0.769,1.254,10.554,59.118,33.553,2.522,4.416,7.29,88.414,0.059,50.767
1455,15693,94.839,18.405,7.598,30.015,0.873,1.28,10.476,56.823,35.197,2.647,4.865,7.769,87.308,0.055,49.003,9,5,3,19,175,WA_2021,WA,2021,WA_2021,94.647,17.215,6.599,27.165,0.831,1.305,10.424,59.545,31.858,2.917,5.122,5.716,89.012,0.053,47.517,94.639,17.968,6.587,27.184,0.834,1.34,10.801,59.748,32.438,2.954,4.667,6.969,88.229,0.05,49.379
1456,15694,94.324,18.231,7.346,26.14,0.829,1.177,10.604,59.067,33.924,2.284,4.856,6.471,88.354,0.052,48.229,6,4,4,16,25,WA_2021,WA,2021,WA_2021,94.545,16.336,6.496,29.365,0.815,1.319,9.841,59.995,31.847,2.858,5.147,6.489,88.398,0.056,48.447,94.472,22.669,8.466,27.523,0.824,1.21,12.745,56.492,38.046,1.88,3.487,8.653,87.923,0.058,49.958
1459,15697,94.638,19.013,6.895,27.726,0.843,1.229,11.418,59.823,33.131,2.482,4.618,6.457,88.888,0.055,49.012,8,5,3,19,42,WA_2021,WA,2021,WA_2021,94.749,16.855,7.003,31.132,0.872,1.327,10.204,60.15,31.294,2.799,5.241,5.861,88.882,0.054,46.846,94.847,17.784,7.139,28.213,0.769,1.254,10.554,59.118,33.553,2.522,4.416,7.29,88.414,0.059,50.767
1462,15700,94.501,18.286,7.248,30.974,0.847,1.162,10.388,57.085,35.493,2.146,4.879,7.711,87.447,0.058,50.112,5,2,4,8,201,WA_2021,WA,2021,WA_2021,94.501,18.286,7.248,30.974,0.847,1.162,10.388,57.085,35.493,2.146,4.879,7.711,87.447,0.058,50.112,94.829,18.082,7.153,28.978,0.919,1.326,10.392,57.328,34.178,2.95,5.327,7.085,87.494,0.053,48.537
1465,15703,94.266,16.326,7.097,31.062,0.817,1.174,8.596,54.658,37.908,2.575,5.23,8.874,85.89,0.062,50.706,5,3,4,12,23,WA_2021,WA,2021,WA_2021,94.501,18.286,7.248,30.974,0.847,1.162,10.388,57.085,35.493,2.146,4.879,7.711,87.447,0.058,50.112,94.829,18.082,7.153,28.978,0.919,1.326,10.392,57.328,34.178,2.95,5.327,7.085,87.494,0.053,48.537
1466,15704,94.795,15.872,6.468,26.51,0.794,1.267,8.958,58.121,32.962,2.853,5.277,6.658,87.767,0.055,49.757,11,5,2,18,65,WA_2021,WA,2021,WA_2021,94.261,17.791,6.871,28.597,0.864,1.292,10.448,58.588,33.422,2.621,4.9,7.429,87.577,0.053,48.65,94.575,20.155,7.062,29.18,0.824,1.284,11.367,57.813,34.98,2.307,4.17,7.824,87.905,0.056,49.601
1467,15705,94.427,19.251,6.727,26.415,0.788,1.146,11.736,60.777,32.37,2.05,4.183,6.012,89.596,0.059,50.2,11,5,4,20,144,WA_2021,WA,2021,WA_2021,94.261,17.791,6.871,28.597,0.864,1.292,10.448,58.588,33.422,2.621,4.9,7.429,87.577,0.053,48.65,94.575,20.155,7.062,29.18,0.824,1.284,11.367,57.813,34.98,2.307,4.17,7.824,87.905,0.056,49.601
1469,15707,94.575,20.155,7.062,29.18,0.824,1.284,11.367,57.813,34.98,2.307,4.17,7.824,87.905,0.056,49.601,11,1,2,2,202,WA_2021,WA,2021,WA_2021,94.261,17.791,6.871,28.597,0.864,1.292,10.448,58.588,33.422,2.621,4.9,7.429,87.577,0.053,48.65,94.575,20.155,7.062,29.18,0.824,1.284,11.367,57.813,34.98,2.307,4.17,7.824,87.905,0.056,49.601
1470,15708,94.922,15.865,5.96,26.389,0.789,1.345,8.969,58.303,32.874,3.245,5.349,6.162,88.313,0.054,49.02,6,2,2,6,5,WA_2021,WA,2021,WA_2021,94.545,16.336,6.496,29.365,0.815,1.319,9.841,59.995,31.847,2.858,5.147,6.489,88.398,0.056,48.447,94.472,22.669,8.466,27.523,0.824,1.21,12.745,56.492,38.046,1.88,3.487,8.653,87.923,0.058,49.958
1471,15709,95.048,18.004,7.082,28.91,0.843,1.289,10.338,57.626,34.332,2.66,4.844,7.119,88.031,0.054,48.633,10,4,3,15,148,WA_2021,WA,2021,WA_2021,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,94.489,18.331,7.684,29.345,0.864,1.262,10.757,58.453,33.942,2.407,4.777,8.008,87.092,0.051,47.072
1474,15712,94.656,17.68,6.848,28.377,0.819,1.382,10.819,61.124,30.94,2.795,4.864,6.035,89.02,0.057,49.804,4,2,1,5,53,WA_2021,WA,2021,WA_2021,94.768,16.882,6.771,31.234,0.802,1.328,10.199,60.293,31.497,2.599,4.976,6.267,88.82,0.059,49.773,94.258,20.327,8.066,29.011,0.802,1.272,10.674,52.978,40.639,2.199,4.015,11.796,84.289,0.057,51.221
1479,15717,94.572,17.676,7.514,30.309,0.841,1.225,10.086,57.305,35.211,2.229,4.865,8.562,86.538,0.056,49.909,11,3,3,11,168,WA_2021,WA,2021,WA_2021,94.261,17.791,6.871,28.597,0.864,1.292,10.448,58.588,33.422,2.621,4.9,7.429,87.577,0.053,48.65,94.575,20.155,7.062,29.18,0.824,1.284,11.367,57.813,34.98,2.307,4.17,7.824,87.905,0.056,49.601
1480,15718,93.981,23.976,9.012,26.781,0.797,1.215,12.115,50.247,44.919,1.703,3.053,13.168,83.859,0.055,50.78,1,5,4,20,164,WA_2021,WA,2021,WA_2021,94.013,20.267,7.98,30.654,0.859,1.216,11.634,57.725,35.503,1.945,4.264,8.463,87.206,0.056,48.822,94.046,20.654,8.59,29.612,0.845,1.188,11.176,54.307,39.233,1.809,4.218,10.126,85.689,0.062,51.057
1481,15719,94.632,16.353,6.933,32.076,0.845,1.225,9.103,56.122,35.901,2.522,5.271,8.482,86.2,0.059,50.358,5,5,4,20,106,WA_2021,WA,2021,WA_2021,94.501,18.286,7.248,30.974,0.847,1.162,10.388,57.085,35.493,2.146,4.879,7.711,87.447,0.058,50.112,94.829,18.082,7.153,28.978,0.919,1.326,10.392,57.328,34.178,2.95,5.327,7.085,87.494,0.053,48.537
1482,15720,95.03,15.031,6.307,31.41,0.768,1.176,8.651,57.933,33.446,2.586,5.199,6.907,87.853,0.06,50.334,9,2,1,5,184,WA_2021,WA,2021,WA_2021,94.647,17.215,6.599,27.165,0.831,1.305,10.424,59.545,31.858,2.917,5.122,5.716,89.012,0.053,47.517,94.639,17.968,6.587,27.184,0.834,1.34,10.801,59.748,32.438,2.954,4.667,6.969,88.229,0.05,49.379
1483,15721,94.486,18.163,6.758,27.69,0.81,1.271,10.477,58.696,33.515,2.551,4.562,7.22,88.049,0.055,49.9,11,4,1,13,60,WA_2021,WA,2021,WA_2021,94.261,17.791,6.871,28.597,0.864,1.292,10.448,58.588,33.422,2.621,4.9,7.429,87.577,0.053,48.65,94.575,20.155,7.062,29.18,0.824,1.284,11.367,57.813,34.98,2.307,4.17,7.824,87.905,0.056,49.601
1485,15723,94.489,16.402,6.973,30.336,0.794,1.122,9.854,58.972,33.52,2.335,4.889,6.899,88.365,0.059,49.752,9,1,1,1,97,WA_2021,WA,2021,WA_2021,94.647,17.215,6.599,27.165,0.831,1.305,10.424,59.545,31.858,2.917,5.122,5.716,89.012,0.053,47.517,94.639,17.968,6.587,27.184,0.834,1.34,10.801,59.748,32.438,2.954,4.667,6.969,88.229,0.05,49.379
1486,15724,94.783,13.935,6.22,30.453,0.766,1.284,8.457,60.519,30.447,3.039,5.545,6.138,88.189,0.059,49.096,8,5,2,18,48,WA_2021,WA,2021,WA_2021,94.749,16.855,7.003,31.132,0.872,1.327,10.204,60.15,31.294,2.799,5.241,5.861,88.882,0.054,46.846,94.847,17.784,7.139,28.213,0.769,1.254,10.554,59.118,33.553,2.522,4.416,7.29,88.414,0.059,50.767
1489,15727,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,10,5,3,19,201,WA_2021,WA,2021,WA_2021,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,94.489,18.331,7.684,29.345,0.864,1.262,10.757,58.453,33.942,2.407,4.777,8.008,87.092,0.051,47.072
1491,15729,94.211,20.131,8.116,29.963,0.809,1.316,10.475,53.238,40.235,2.216,4.131,11.304,84.607,0.061,53.609,2,4,2,14,201,WA_2021,WA,2021,WA_2021,94.211,20.131,8.116,29.963,0.809,1.316,10.475,53.238,40.235,2.216,4.131,11.304,84.607,0.061,53.609,94.497,18.358,7.282,29.061,0.779,1.277,10.819,59.728,33.203,2.175,4.397,7.224,88.294,0.059,50.562
1492,15730,94.507,16.877,6.62,24.784,0.825,1.186,9.968,59.111,32.964,2.567,4.984,6.921,87.898,0.053,51.146,11,5,3,19,30,WA_2021,WA,2021,WA_2021,94.261,17.791,6.871,28.597,0.864,1.292,10.448,58.588,33.422,2.621,4.9,7.429,87.577,0.053,48.65,94.575,20.155,7.062,29.18,0.824,1.284,11.367,57.813,34.98,2.307,4.17,7.824,87.905,0.056,49.601
1496,15734,94.808,18.3,6.57,24.572,0.806,1.21,10.938,60.085,32.307,2.607,4.574,5.823,89.284,0.057,49.665,10,5,1,17,59,WA_2021,WA,2021,WA_2021,94.884,17.226,6.054,28.854,0.835,1.311,9.653,57.041,34.363,2.907,5.187,6.899,87.877,0.055,49.133,94.489,18.331,7.684,29.345,0.864,1.262,10.757,58.453,33.942,2.407,4.777,8.008,87.092,0.051,47.072
1498,15736,94.493,20.092,7.539,27.218,0.817,1.249,11.341,57.098,36.184,2.227,4.21,8.173,87.491,0.058,50.045,4,5,4,20,179,WA_2021,WA,2021,WA_2021,94.768,16.882,6.771,31.234,0.802,1.328,10.199,60.293,31.497,2.599,4.976,6.267,88.82,0.059,49.773,94.258,20.327,8.066,29.011,0.802,1.272,10.674,52.978,40.639,2.199,4.015,11.796,84.289,0.057,51.221
1499,15737,93.867,21.704,9.281,29.269,0.861,1.222,10.931,50.271,43.649,1.89,3.902,13.602,82.457,0.054,49.668,1,2,3,7,159,WA_2021,WA,2021,WA_2021,94.013,20.267,7.98,30.654,0.859,1.216,11.634,57.725,35.503,1.945,4.264,8.463,87.206,0.056,48.822,94.046,20.654,8.59,29.612,0.845,1.188,11.176,54.307,39.233,1.809,4.218,10.126,85.689,0.062,51.057
1500,15738,94.396,21.182,8.248,25.263,0.774,1.255,11.733,55.839,38.023,2.154,3.737,9.158,87.012,0.062,51.723,4,4,4,16,196,WA_2021,WA,2021,WA_2021,94.768,16.882,6.771,31.234,0.802,1.328,10.199,60.293,31.497,2.599,4.976,6.267,88.82,0.059,49.773,94.258,20.327,8.066,29.011,0.802,1.272,10.674,52.978,40.639,2.199,4.015,11.796,84.289,0.057,51.221
