N,Sample,DM,CP,Ash,aNDForm,ADICP,NDICP,SP,A2,B1,B2,C,A,B,kd,ERD6,Block,Column,Row,Position,Treatment,merged,Location,Year,Env,DM_201,CP_201,Ash_201,aNDForm_201,ADICP_201,NDICP_201,SP_201,A2_201,B1_201,B2_201,C_201,A_201,B_201,kd_201,ERD6_201,DM_202,CP_202,Ash_202,aNDForm_202,ADICP_202,NDICP_202,SP_202,A2_202,B1_202,B2_202,C_202,A_202,B_202,kd_202,ERD6_202
1296,15534,94.017,17.124,7.908,42.837,1.184,1.604,8.467,49.47,40.682,2.954,6.753,14.394,79.091,0.052,52.293,9,4,2,8,30,OR_2021,OR,2021,OR_2021,93.673,18.521,8.671,35.688,1.184,1.853,10.041,53.29,36.025,3.774,6.362,11.772,82.009,0.053,50.122,93.738,20.185,8.754,36.465,1.091,1.612,8.579,41.833,49.77,2.876,5.413,19.428,75.205,0.044,49.984
1301,15539,94.079,17.997,8.49,39.274,1.187,1.87,8.482,46.845,42.232,3.904,6.493,15.817,77.982,0.053,50.488,3,2,1,3,183,OR_2021,OR,2021,OR_2021,93.967,16.902,8.476,36.336,1.103,1.699,9.263,54.274,35.646,3.408,6.287,11.219,82.496,0.064,54.99,94.118,17.848,7.197,39.327,1.201,1.807,9,50.416,38.898,3.717,6.523,13.333,80.175,0.047,50.769
1306,15544,94.231,17.167,8.283,37.538,1.055,1.574,8.282,48.971,41.381,3.142,6.135,13.22,80.639,0.065,54.822,2,4,2,8,40,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1309,15547,93.956,16.73,7.996,39.212,1.092,1.57,9.022,54.097,35.67,3.156,6.371,11.539,82.239,0.056,51.815,2,7,1,13,59,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1311,15549,94.141,17.162,8.879,38.359,1.056,1.55,8.95,51.62,38.847,3.112,6.021,13.381,80.632,0.058,51.579,2,8,2,16,193,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1312,15550,93.913,17.249,7.837,38.966,1.068,1.599,8.928,51.953,38.138,3.205,6.127,12.646,81.262,0.053,50.685,4,10,2,20,182,OR_2021,OR,2021,OR_2021,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606
1313,15551,94.089,18.259,8.735,37.399,1.08,1.692,9.23,50.631,39.702,3.257,6.01,13.161,80.887,0.059,52.891,3,6,1,11,144,OR_2021,OR,2021,OR_2021,93.967,16.902,8.476,36.336,1.103,1.699,9.263,54.274,35.646,3.408,6.287,11.219,82.496,0.064,54.99,94.118,17.848,7.197,39.327,1.201,1.807,9,50.416,38.898,3.717,6.523,13.333,80.175,0.047,50.769
1315,15553,93.921,20.809,8.688,33.252,1.016,1.611,10.736,50.546,40.936,2.938,5.012,13.522,81.624,0.057,51.405,11,8,1,15,163,OR_2021,OR,2021,OR_2021,93.557,18.345,8.071,37.284,1.168,1.818,8.655,48.694,41.021,3.794,6.47,14.122,79.364,0.054,52.659,93.625,19.925,8.875,34.645,1.096,1.663,10.138,50.863,40.095,3.155,5.435,14.31,80.296,0.047,50.821
1316,15554,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606,4,7,1,13,202,OR_2021,OR,2021,OR_2021,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606
1317,15555,93.847,19.505,7.429,37.048,1.129,1.705,10.265,53.02,37.579,3.324,5.834,12.625,81.546,0.045,49.228,4,6,1,11,102,OR_2021,OR,2021,OR_2021,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606
1319,15557,94.309,19.606,7.96,33.597,1.031,1.561,10.896,55.564,35.677,2.908,5.392,9.809,84.871,0.055,51.107,6,10,1,19,88,OR_2021,OR,2021,OR_2021,94.023,18.595,7.821,38.226,1.094,1.726,9.374,50.558,39.464,3.33,5.948,13.19,81.115,0.049,48.649,93.778,17.433,9.247,33.998,1.026,1.573,9.013,51.535,39.241,3.249,5.589,13.2,81.273,0.066,54.727
1320,15558,94.169,16.71,7.366,36.634,1.084,1.668,8.833,53.04,36.657,3.609,6.454,10.677,82.898,0.061,52.566,5,10,2,20,38,OR_2021,OR,2021,OR_2021,93.578,19.135,8.274,39.5,1.283,1.942,8.807,45.328,43.128,3.915,6.893,17.1,76.308,0.038,46.75,94.013,18.475,8.796,33.009,1.039,1.641,10.247,54.8,35.984,3.223,5.543,10.89,83.475,0.062,52.138
1325,15563,94.031,18.201,8.352,35.544,1.053,1.514,9.48,51.774,39.315,2.794,5.706,12.535,81.79,0.058,53.315,7,8,1,15,143,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1326,15564,94.062,17.965,7.494,36.262,1.012,1.499,9.462,53.587,37.275,2.756,5.559,10.961,83.36,0.058,51.779,4,5,1,9,191,OR_2021,OR,2021,OR_2021,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606
1327,15565,93.918,19.303,8.024,34.503,0.983,1.5,9.026,47.832,43.325,2.783,5.23,14.485,80.391,0.054,51.35,5,8,1,15,137,OR_2021,OR,2021,OR_2021,93.578,19.135,8.274,39.5,1.283,1.942,8.807,45.328,43.128,3.915,6.893,17.1,76.308,0.038,46.75,94.013,18.475,8.796,33.009,1.039,1.641,10.247,54.8,35.984,3.223,5.543,10.89,83.475,0.062,52.138
1328,15566,94.215,16.549,7.511,40.21,1.167,1.695,7.877,48.858,40.24,3.537,6.92,13.565,79.609,0.054,52.524,5,8,2,16,71,OR_2021,OR,2021,OR_2021,93.578,19.135,8.274,39.5,1.283,1.942,8.807,45.328,43.128,3.915,6.893,17.1,76.308,0.038,46.75,94.013,18.475,8.796,33.009,1.039,1.641,10.247,54.8,35.984,3.223,5.543,10.89,83.475,0.062,52.138
1331,15569,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,7,2,2,4,201,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1332,15570,94.339,19.173,8.61,36.895,1.173,1.811,10.395,52.719,37.392,3.694,6.028,12.412,81.67,0.044,46.805,4,2,2,4,49,OR_2021,OR,2021,OR_2021,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606
1340,15578,94.022,18.643,8.663,34.587,1.102,1.586,10.352,54.838,36.1,3.049,5.638,11.546,82.861,0.056,52.876,8,9,2,18,202,OR_2021,OR,2021,OR_2021,94.169,19.19,8.075,36.109,1.126,1.82,10.043,51.932,37.58,3.543,6.157,12.408,81.572,0.05,49.287,94.022,18.643,8.663,34.587,1.102,1.586,10.352,54.838,36.1,3.049,5.638,11.546,82.861,0.056,52.876
1341,15579,94.182,17.928,7.439,37.968,1.056,1.708,8.96,51.032,39.009,3.195,5.996,13.068,81.035,0.054,52.289,7,6,1,11,111,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1345,15583,93.903,17.297,8.763,39.589,1.112,1.609,8.422,50.375,40.074,2.886,6.44,13.728,79.836,0.057,52.853,8,5,2,10,72,OR_2021,OR,2021,OR_2021,94.169,19.19,8.075,36.109,1.126,1.82,10.043,51.932,37.58,3.543,6.157,12.408,81.572,0.05,49.287,94.022,18.643,8.663,34.587,1.102,1.586,10.352,54.838,36.1,3.049,5.638,11.546,82.861,0.056,52.876
1346,15584,93.715,15.994,8.035,39.8,1.237,1.854,8.11,51.497,37.039,4.052,7.311,12.93,79.826,0.053,52.224,3,3,2,6,84,OR_2021,OR,2021,OR_2021,93.967,16.902,8.476,36.336,1.103,1.699,9.263,54.274,35.646,3.408,6.287,11.219,82.496,0.064,54.99,94.118,17.848,7.197,39.327,1.201,1.807,9,50.416,38.898,3.717,6.523,13.333,80.175,0.047,50.769
1348,15586,93.473,18.696,8.659,33.702,1.107,1.636,10.474,55.824,35.09,3.11,5.844,10.891,83.2,0.049,50.013,9,5,2,10,120,OR_2021,OR,2021,OR_2021,93.673,18.521,8.671,35.688,1.184,1.853,10.041,53.29,36.025,3.774,6.362,11.772,82.009,0.053,50.122,93.738,20.185,8.754,36.465,1.091,1.612,8.579,41.833,49.77,2.876,5.413,19.428,75.205,0.044,49.984
1349,15587,93.828,19.37,8.526,35.396,1.092,1.71,10.463,53.934,36.608,3.173,5.768,11.891,82.414,0.055,51.931,9,1,2,2,114,OR_2021,OR,2021,OR_2021,93.673,18.521,8.671,35.688,1.184,1.853,10.041,53.29,36.025,3.774,6.362,11.772,82.009,0.053,50.122,93.738,20.185,8.754,36.465,1.091,1.612,8.579,41.833,49.77,2.876,5.413,19.428,75.205,0.044,49.984
1352,15590,94.348,18.379,8.067,33.461,1,1.438,9.645,52.588,38.787,2.727,5.438,10.807,83.592,0.061,54.099,2,6,1,11,179,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1355,15593,93.902,16.673,7.927,36.388,1.104,1.65,9.132,54.272,35.542,3.505,6.287,11.565,82.276,0.056,51.509,7,7,2,14,24,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1359,15597,93.776,18.897,8.274,39.658,1.319,1.912,9.999,50.924,38.277,3.821,7.034,13.787,79.6,0.047,48.462,7,5,1,9,142,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1364,15602,94.296,17.226,8.107,35.991,1.153,1.709,9.524,54.025,35.474,3.652,6.514,10.322,83.275,0.057,51.861,2,10,1,19,99,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1367,15605,93.577,19.162,8.612,36.083,1.207,1.99,9.563,48.113,41.598,4.145,6.333,15.016,78.773,0.057,51.191,4,2,1,3,100,OR_2021,OR,2021,OR_2021,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606
1368,15606,93.903,18.293,7.427,38.258,1.222,1.772,9.419,51.077,38.561,3.715,6.669,13.205,80.362,0.055,53.663,8,8,2,16,12,OR_2021,OR,2021,OR_2021,94.169,19.19,8.075,36.109,1.126,1.82,10.043,51.932,37.58,3.543,6.157,12.408,81.572,0.05,49.287,94.022,18.643,8.663,34.587,1.102,1.586,10.352,54.838,36.1,3.049,5.638,11.546,82.861,0.056,52.876
1370,15608,93.789,19.545,8.411,36.632,1.041,1.468,9.109,46.916,44.233,2.866,5.555,14.849,79.697,0.054,50.533,9,1,1,1,96,OR_2021,OR,2021,OR_2021,93.673,18.521,8.671,35.688,1.184,1.853,10.041,53.29,36.025,3.774,6.362,11.772,82.009,0.053,50.122,93.738,20.185,8.754,36.465,1.091,1.612,8.579,41.833,49.77,2.876,5.413,19.428,75.205,0.044,49.984
1371,15609,94.372,17.694,7.464,35.693,1.115,1.785,9.368,52.736,36.905,3.847,6.383,11.278,82.41,0.056,51.558,6,9,2,18,3,OR_2021,OR,2021,OR_2021,94.023,18.595,7.821,38.226,1.094,1.726,9.374,50.558,39.464,3.33,5.948,13.19,81.115,0.049,48.649,93.778,17.433,9.247,33.998,1.026,1.573,9.013,51.535,39.241,3.249,5.589,13.2,81.273,0.066,54.727
1372,15610,94.234,17.699,8.703,36.777,1.159,1.689,9.639,52.965,37.195,3.448,6.389,11.865,81.9,0.062,52.107,1,5,1,9,74,OR_2021,OR,2021,OR_2021,94.035,18.291,8.791,38.276,1.168,1.813,9.21,49.273,40.181,3.648,6.371,13.828,80.025,0.054,50.038,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221
1374,15612,93.915,16.583,8.203,38.493,1.134,1.754,9.179,54.572,35.397,3.548,6.607,12.19,81.205,0.057,51.636,2,3,2,6,25,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1377,15615,94.248,15.072,7.743,42.204,1.172,1.714,7.324,49.351,39.567,3.788,7.234,13.892,79.037,0.058,52.506,2,7,2,14,92,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1381,15619,94.16,19.328,8.795,34.642,1.039,1.572,10.443,53.23,37.77,3.017,5.425,11.984,82.677,0.055,51.011,7,3,2,6,152,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1384,15622,94.174,16.671,7.967,37.594,1.022,1.368,8.628,52.256,38.765,2.825,6.099,11.806,82.09,0.057,52.126,1,8,2,16,123,OR_2021,OR,2021,OR_2021,94.035,18.291,8.791,38.276,1.168,1.813,9.21,49.273,40.181,3.648,6.371,13.828,80.025,0.054,50.038,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221
1386,15624,94.041,16.659,8.111,38.827,1.102,1.685,8.317,50.361,39.143,3.519,6.555,13.224,80.34,0.062,54.689,1,9,2,18,160,OR_2021,OR,2021,OR_2021,94.035,18.291,8.791,38.276,1.168,1.813,9.21,49.273,40.181,3.648,6.371,13.828,80.025,0.054,50.038,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221
1389,15627,93.892,16.306,7.63,37.424,1.021,1.601,8.62,54.019,36.429,3.153,6.068,11.556,82.316,0.064,54.698,3,1,2,2,113,OR_2021,OR,2021,OR_2021,93.967,16.902,8.476,36.336,1.103,1.699,9.263,54.274,35.646,3.408,6.287,11.219,82.496,0.064,54.99,94.118,17.848,7.197,39.327,1.201,1.807,9,50.416,38.898,3.717,6.523,13.333,80.175,0.047,50.769
1394,15632,94.21,17.805,8.345,33.671,0.972,1.516,9.679,54.026,36.887,2.939,5.449,10.797,83.699,0.064,54.825,7,4,2,8,151,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1397,15635,93.928,19.617,8.088,36.136,1.154,1.702,10.246,51.212,39.268,3.318,5.98,12.875,81.277,0.051,51.011,7,9,1,17,132,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1402,15640,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,2,5,2,10,201,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1406,15644,94.425,16.701,8.46,36.454,1.024,1.598,8.727,52.516,37.797,3.253,5.968,12.05,82.043,0.062,52.731,1,7,1,13,190,OR_2021,OR,2021,OR_2021,94.035,18.291,8.791,38.276,1.168,1.813,9.21,49.273,40.181,3.648,6.371,13.828,80.025,0.054,50.038,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221
1407,15645,94.44,16.707,8.2,39.711,1.053,1.496,8.101,49.514,40.919,3,6.113,13.663,80.33,0.062,54.734,2,3,1,5,181,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1409,15647,94.144,18.824,8.295,36.262,1.116,1.686,9.739,50.809,39.563,3.257,6.116,12.48,81.558,0.055,52.264,1,9,1,17,46,OR_2021,OR,2021,OR_2021,94.035,18.291,8.791,38.276,1.168,1.813,9.21,49.273,40.181,3.648,6.371,13.828,80.025,0.054,50.038,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221
1417,15655,94.097,17.213,8.466,36.786,1.092,1.581,9.839,57.285,32.782,3.192,6.136,9.58,84.269,0.055,50.788,7,8,2,16,168,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1424,15662,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,4,3,2,6,201,OR_2021,OR,2021,OR_2021,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606
1425,15663,94.253,18.89,8.14,35.662,1.11,1.805,10.527,55.289,34.595,3.63,5.964,10.291,83.782,0.057,50.221,1,4,1,7,145,OR_2021,OR,2021,OR_2021,94.035,18.291,8.791,38.276,1.168,1.813,9.21,49.273,40.181,3.648,6.371,13.828,80.025,0.054,50.038,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221
1426,15664,93.687,20.754,8.725,36.311,1.24,2.012,10.052,47.488,41.772,4.052,6.329,14.6,79.219,0.046,48.165,1,6,1,11,176,OR_2021,OR,2021,OR_2021,94.035,18.291,8.791,38.276,1.168,1.813,9.21,49.273,40.181,3.648,6.371,13.828,80.025,0.054,50.038,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221
1430,15668,94.315,17.314,7.394,37.49,1.13,1.673,8.714,50.07,39.567,3.775,6.431,12.434,81.363,0.058,52.905,4,8,2,16,85,OR_2021,OR,2021,OR_2021,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606
1432,15670,93.715,18.786,7.966,33.063,1.058,1.758,10.314,54.421,35.793,3.78,5.637,10.684,83.689,0.056,51.437,4,9,2,18,67,OR_2021,OR,2021,OR_2021,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606
1433,15671,93.583,18.967,8.976,36.475,1.114,1.779,9.504,49.956,40.425,3.737,6.02,14.032,80.012,0.057,52.373,1,5,2,10,159,OR_2021,OR,2021,OR_2021,94.035,18.291,8.791,38.276,1.168,1.813,9.21,49.273,40.181,3.648,6.371,13.828,80.025,0.054,50.038,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221
1434,15672,93.854,18.148,8.083,36.933,1.039,1.636,8.076,45.981,44.453,3.205,5.809,15.666,78.526,0.061,55.263,2,4,1,7,153,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1435,15673,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221,1,10,2,20,202,OR_2021,OR,2021,OR_2021,94.035,18.291,8.791,38.276,1.168,1.813,9.21,49.273,40.181,3.648,6.371,13.828,80.025,0.054,50.038,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221
1436,15674,94.317,20.172,9.052,35.98,1.006,1.397,10.201,50.007,42.507,2.005,5.109,13.48,81.388,0.058,53.089,7,7,1,13,186,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1437,15675,94.205,16.75,6.943,37.055,1.083,1.68,9.574,56.17,33.311,3.493,6.267,10.059,83.67,0.054,50.654,4,4,2,8,63,OR_2021,OR,2021,OR_2021,94.113,17.074,7.923,40.579,1.174,1.725,8.689,50.439,38.776,3.567,6.707,13.2,80.236,0.052,49.645,94.005,19.063,8.002,37.205,1.103,1.587,9.442,49.902,40.613,3.009,5.633,14.468,79.875,0.043,48.606
1438,15676,94.234,17.48,8.407,38.121,1.087,1.784,9.053,52.047,37.918,3.585,6.091,12.966,81.025,0.059,53.567,3,7,1,13,195,OR_2021,OR,2021,OR_2021,93.967,16.902,8.476,36.336,1.103,1.699,9.263,54.274,35.646,3.408,6.287,11.219,82.496,0.064,54.99,94.118,17.848,7.197,39.327,1.201,1.807,9,50.416,38.898,3.717,6.523,13.333,80.175,0.047,50.769
1440,15678,93.834,17.158,8.465,36.373,1.043,1.521,8.844,51.489,39.334,3.179,5.887,12.758,81.525,0.062,54.289,3,7,2,14,77,OR_2021,OR,2021,OR_2021,93.967,16.902,8.476,36.336,1.103,1.699,9.263,54.274,35.646,3.408,6.287,11.219,82.496,0.064,54.99,94.118,17.848,7.197,39.327,1.201,1.807,9,50.416,38.898,3.717,6.523,13.333,80.175,0.047,50.769
1443,15681,93.948,19.196,9.019,38.216,1.222,1.909,8.719,45.689,43.715,3.863,6.574,16.428,77.106,0.048,49.456,1,8,1,15,167,OR_2021,OR,2021,OR_2021,94.035,18.291,8.791,38.276,1.168,1.813,9.21,49.273,40.181,3.648,6.371,13.828,80.025,0.054,50.038,94.237,15.227,8.047,39.093,1.017,1.498,8.122,54.014,36.382,3.063,6.351,11.778,81.808,0.066,54.221
1444,15682,93.648,19.193,8.959,31.873,1.063,1.587,10.643,54.608,36.628,3.149,5.536,10.838,83.524,0.062,53.512,7,6,2,12,166,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1445,15683,93.91,18.977,7.733,34.884,1.093,1.714,10.69,55.672,34.63,3.361,5.76,10.49,83.874,0.052,49.801,7,1,1,1,149,OR_2021,OR,2021,OR_2021,94.396,14.927,7.293,38.095,1.078,1.584,8.102,53.788,35.658,3.375,6.628,10.702,82.545,0.062,53.62,93.642,20.723,9.845,34.8,1.092,1.666,9.617,45.289,45.749,2.984,5.475,16.285,78.309,0.055,52.229
1446,15684,94.218,17.66,8.458,37.86,1.007,1.48,8.741,50.362,40.994,2.764,5.678,14.003,80.5,0.061,53.41,8,7,1,13,135,OR_2021,OR,2021,OR_2021,94.169,19.19,8.075,36.109,1.126,1.82,10.043,51.932,37.58,3.543,6.157,12.408,81.572,0.05,49.287,94.022,18.643,8.663,34.587,1.102,1.586,10.352,54.838,36.1,3.049,5.638,11.546,82.861,0.056,52.876
1447,15685,93.918,16.927,7.076,38.989,1.141,1.668,8.553,50.733,38.813,3.507,6.574,12.75,80.892,0.054,52.101,2,8,1,15,27,OR_2021,OR,2021,OR_2021,94.478,17.125,8.474,40.873,1.127,1.638,8.477,49.589,40.346,3.241,6.466,14.219,79.406,0.054,51.802,94.064,18.793,8.523,36.465,1.008,1.422,8.749,47.41,44.005,2.602,5.346,15.219,79.432,0.051,51.259
1448,15686,93.949,20.012,8.16,36.793,1.125,1.712,9.699,48.392,42.42,3.167,5.766,14.825,79.481,0.057,52.736,3,9,1,17,104,OR_2021,OR,2021,OR_2021,93.967,16.902,8.476,36.336,1.103,1.699,9.263,54.274,35.646,3.408,6.287,11.219,82.496,0.064,54.99,94.118,17.848,7.197,39.327,1.201,1.807,9,50.416,38.898,3.717,6.523,13.333,80.175,0.047,50.769
