N,Sample,DM,CP,Ash,aNDForm,ADICP,NDICP,SP,A2,B1,B2,C,A,B,kd,ERD6,Block,Column,Row,Position,Treatment,merged,Location,Year,Env,DM_201,CP_201,Ash_201,aNDForm_201,ADICP_201,NDICP_201,SP_201,A2_201,B1_201,B2_201,C_201,A_201,B_201,kd_201,ERD6_201,DM_202,CP_202,Ash_202,aNDForm_202,ADICP_202,NDICP_202,SP_202,A2_202,B1_202,B2_202,C_202,A_202,B_202,kd_202,ERD6_202
453,13407,92.969,17.149,7.798,38.384,0.986,1.533,10.075,58.058,32.995,3.141,5.808,9.496,84.986,0.059,51.764,2,5,1,17,6,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
454,13408,92.837,15.853,7.128,37.157,0.853,1.306,9.795,61.303,30.731,2.564,5.234,8.513,86.199,0.061,50.425,10,1,2,2,92,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
455,13409,93.105,19.803,9.116,37.418,1.076,1.645,9.76,48.967,42.256,3.081,5.17,16.362,78.396,0.043,48.716,4,4,4,16,196,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
456,13410,92.404,18.522,8.184,33.012,0.949,1.467,11.1,59.637,31.884,3.201,4.94,8.549,86.473,0.054,49.542,2,1,1,1,35,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
457,13411,93.1,19.714,7.57,33.379,0.86,1.363,11.048,56.448,36.177,2.586,4.326,10.607,85.154,0.053,48.784,5,1,3,3,128,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
458,13412,92.693,18.811,8.045,36.361,0.965,1.462,10.747,56.201,35.863,3.135,5.161,10.968,84.056,0.049,47.645,10,1,4,4,96,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
459,13413,93.055,21.953,8.633,30.919,0.87,1.321,11.817,54.486,39.367,2.173,3.716,12.619,83.688,0.054,49.458,2,5,3,19,90,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
460,13414,92.784,20.202,8.88,34.01,1.035,1.696,12.303,59.603,32.154,3.346,4.968,10.018,85.036,0.045,47.081,4,5,2,18,120,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
461,13415,93.184,19.558,8.537,34.689,0.938,1.515,11.288,58.089,34.133,3.026,4.782,10.588,84.669,0.051,48.934,3,5,2,18,182,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
462,13416,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,5,2,4,8,201,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
463,13417,93.023,19.97,8.293,33.006,0.904,1.36,12.379,61.598,31.528,2.528,4.236,8.096,87.693,0.052,47.626,9,4,1,13,132,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
464,13418,93.091,18.925,7.049,36.305,1.005,1.538,11.01,57.893,33.825,3.116,5.324,9.7,84.981,0.058,51.342,3,4,2,14,12,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
465,13419,92.712,19.761,8.697,30.229,0.913,1.428,11.506,58.318,34.445,2.91,4.569,10.142,85.202,0.047,49.986,10,2,3,7,166,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
466,13420,93.136,22.272,8.976,33.844,0.933,1.338,11.409,50.966,42.723,2.269,3.924,14.895,81.247,0.046,48.263,3,5,4,20,36,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
467,13421,92.095,21.324,9.245,33.871,0.97,1.455,10.987,52.031,40.761,2.68,4.418,14.673,80.863,0.045,48.559,2,1,4,4,24,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
468,13422,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,8,4,4,16,201,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
469,13423,93.332,19.526,8.293,35.3,0.885,1.284,11.005,56.538,36.653,2.248,4.451,10.819,84.824,0.058,51.182,10,1,3,3,198,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
470,13424,92.785,19.341,8.551,34.916,0.968,1.459,11.402,59.081,33.107,2.676,4.913,9.737,85.389,0.058,48.757,4,1,3,3,136,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
471,13425,93.048,20.838,8.358,35.141,0.931,1.481,11.028,52.712,40.022,2.752,4.544,13.046,82.61,0.05,49.256,4,1,1,1,149,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
472,13426,92.67,21.286,8.983,32.906,0.839,1.328,9.84,47.224,46.539,2.481,3.794,16.673,79.451,0.05,51.937,1,5,4,20,164,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
473,13427,92.756,19.704,8.168,36.439,0.964,1.496,11.167,56.982,35.153,2.735,4.728,11.981,83.298,0.052,49.644,1,5,3,19,116,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
474,13428,93.323,18.217,7.998,39.051,0.945,1.386,10.221,56.682,36.185,2.532,5.052,11.752,83.18,0.049,49.683,5,5,4,20,106,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
475,13429,92.83,20.218,8.538,35.535,1.029,1.524,11.363,56.48,35.332,2.7,5.148,11.274,83.7,0.055,50.225,2,5,2,18,52,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
476,13430,92.886,17.818,8.231,35.76,0.988,1.514,10.595,58.143,33.667,3.272,5.349,10.039,84.819,0.052,50.762,3,2,1,5,119,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
477,13431,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066,2,2,1,5,202,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
478,13432,92.978,17.877,7.693,41.613,1.112,1.652,8.804,50.337,40.025,3.251,6.055,15.276,78.679,0.042,48.484,4,5,4,20,179,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
479,13433,92.776,19.19,8.308,34.468,0.953,1.44,11.313,59.13,32.878,2.725,4.759,10.632,84.618,0.048,47.826,4,1,4,4,22,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
480,13434,93.396,17.845,7.867,37.788,1.01,1.397,10.291,56.939,34.779,2.677,5.301,11.458,83.269,0.052,50.595,3,4,3,15,197,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
481,13435,93.07,19.316,9.107,36.478,1.009,1.513,10.678,55.601,36.467,2.772,5.059,11.963,83.021,0.052,50.087,3,1,1,1,91,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
482,13436,92.938,17.766,7.845,31.142,0.802,1.241,10.586,59.636,32.965,2.615,4.416,8.866,86.745,0.055,49.799,10,2,2,6,1,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
483,13437,93.022,18.847,8.029,37.933,1.05,1.625,10.559,55.653,35.562,3.308,5.62,11.719,82.9,0.051,49.502,4,1,2,2,115,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
484,13438,92.792,19.423,8.65,36.32,0.967,1.464,10.944,56.48,35.637,2.69,4.963,11.456,83.657,0.05,48.684,6,4,3,15,113,WA_2020,WA,2020,WA_2020,93.268,15.544,6.713,35.559,0.911,1.489,10.058,62.331,28.409,3.429,5.67,6.528,87.853,0.054,48.422,93.006,18.961,7.977,34.512,0.842,1.314,9.759,52.168,40.842,2.502,4.396,13.781,81.83,0.057,51.462
485,13439,92.355,19.961,8.699,33.148,0.977,1.639,11.312,56.656,35.133,3.364,4.904,10.927,84.219,0.056,51.229,3,3,2,10,50,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
486,13440,92.824,20.531,8.371,32.823,0.87,1.359,11.556,57.27,35.815,2.326,4.172,10.455,85.314,0.057,49.174,1,3,2,10,69,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
487,13441,93.166,16.061,7.092,35.442,0.836,1.277,10.044,61.246,30.516,2.67,5.133,7.349,87.775,0.06,51.911,9,2,2,6,16,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
488,13442,93.062,17.837,7.598,37.956,0.943,1.416,9.819,55.866,36.189,2.775,5.315,11.071,83.714,0.058,51.818,5,2,3,7,14,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
489,13443,92.949,17.774,8.874,36.291,1.064,1.511,10.095,56.404,34.793,3.206,5.492,11.663,82.717,0.047,48.431,2,5,4,20,140,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
490,13444,93.005,16.659,7.588,39.013,0.924,1.452,9.593,57.365,33.74,2.993,5.513,10.41,84.348,0.054,49.296,3,5,1,17,26,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
491,13445,92.482,21.456,9.237,30.519,0.873,1.403,11.339,52.93,40.468,2.645,3.875,13.305,82.828,0.052,49.751,1,3,1,9,77,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
492,13446,93.034,20.616,8.427,34.088,0.865,1.226,11.574,55.977,37.948,1.858,4.024,12.153,83.796,0.052,48.937,2,1,3,3,43,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
493,13447,92.86,18.195,8.107,39.624,1.065,1.455,9.686,53.158,38.334,2.631,5.625,13.911,80.402,0.043,48.374,1,2,4,8,139,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
494,13448,93.127,19.561,8.428,37.083,1.042,1.621,10.287,52.39,38.941,3.13,5.383,13.709,80.911,0.047,49.581,5,1,4,4,103,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
495,13449,93.024,19.233,7.767,35.248,0.909,1.276,10.899,56.803,35.664,2.223,4.548,10.917,84.51,0.05,48.469,10,2,1,5,57,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
496,13450,93.206,18.49,8.893,36.756,0.887,1.27,9.493,52.12,40.718,2.249,4.58,14.316,80.98,0.051,52.665,2,1,2,2,146,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
497,13451,92.909,20.384,9.089,35.534,0.937,1.361,10.596,51.577,41.526,2.437,4.322,15.049,80.629,0.047,48.672,1,2,3,7,159,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
498,13452,93.139,17.647,7.41,36.561,1.008,1.53,10.521,58.928,32.107,3.169,5.518,9.685,84.86,0.05,49.007,9,3,4,12,7,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
499,13453,92.836,18.17,8.212,35.97,0.879,1.287,9.584,53.107,39.529,2.367,4.686,13.467,81.775,0.057,51.622,1,2,2,6,191,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
500,13454,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,9,2,3,7,201,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
501,13455,93.367,19.279,8.61,34.156,0.908,1.429,10.235,52.507,40.181,2.795,4.708,13.321,82.044,0.054,52.107,9,3,3,11,102,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
502,13456,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576,4,2,3,7,202,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
503,13457,92.669,18.067,8.568,34.664,0.942,1.469,10.968,59.456,32.196,3.175,5.233,8.634,86.456,0.057,49.229,10,3,4,12,142,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
504,13458,93.287,18.314,7.42,33.526,0.847,1.288,10.762,58.048,34.925,2.584,4.6,9.031,86.314,0.054,50.853,5,1,1,1,124,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
505,13459,93.219,19.11,8.096,33.88,0.893,1.368,10.282,54.348,38.325,2.919,4.586,11.6,83.776,0.055,52.405,9,5,3,19,175,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
