N,Sample,DM,CP,Ash,aNDForm,ADICP,NDICP,SP,A2,B1,B2,C,A,B,kd,ERD6,Block,Column,Row,Position,Treatment,merged,Location,Year,Env,DM_201,CP_201,Ash_201,aNDForm_201,ADICP_201,NDICP_201,SP_201,A2_201,B1_201,B2_201,C_201,A_201,B_201,kd_201,ERD6_201,DM_202,CP_202,Ash_202,aNDForm_202,ADICP_202,NDICP_202,SP_202,A2_202,B1_202,B2_202,C_202,A_202,B_202,kd_202,ERD6_202
506,13460,92.932,17.876,7.953,35.608,0.875,1.405,10.323,57.317,34.514,2.876,4.971,9.707,85.585,0.056,48.473,8,3,3,11,141,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
507,13461,92.782,18.361,8.18,35.162,0.956,1.463,10.982,59.86,31.968,2.926,5.178,9.247,85.592,0.049,48.201,6,3,2,10,117,WA_2020,WA,2020,WA_2020,93.268,15.544,6.713,35.559,0.911,1.489,10.058,62.331,28.409,3.429,5.67,6.528,87.853,0.054,48.422,93.006,18.961,7.977,34.512,0.842,1.314,9.759,52.168,40.842,2.502,4.396,13.781,81.83,0.057,51.462
508,13462,92.572,19.225,9.092,37.37,1.01,1.692,8.426,46.073,45.149,3.581,5.194,16.981,77.371,0.048,51.869,5,1,2,2,174,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
509,13463,93.02,18.106,8.398,37.332,0.956,1.615,8.898,51.124,39.857,3.141,5.319,14.589,79.986,0.054,52.642,5,2,1,5,181,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
510,13464,93.314,13.288,6.411,34.769,0.81,1.504,8.93,63.974,26.378,3.683,5.616,6.75,87.71,0.061,52.705,8,5,2,18,48,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
511,13465,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,1,1,4,4,201,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
512,13466,93.262,16.976,7.283,37.434,0.912,1.377,10.457,61.689,30.094,2.629,5.239,7.882,86.889,0.054,48.889,9,2,1,5,184,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
513,13467,92.918,18.579,7.853,29.56,0.79,1.195,10.79,58.435,34.546,2.486,4.201,8.938,86.654,0.055,50.024,10,3,2,10,21,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
514,13468,92.633,20.505,8.838,34.244,0.904,1.408,10.501,51.223,41.764,2.828,4.494,13.456,81.976,0.053,50.596,9,4,3,15,173,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
515,13469,92.964,17.041,7.034,37.213,0.93,1.478,8.973,53.44,37.975,3.144,5.559,12.464,82.05,0.058,52.772,9,2,4,8,55,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
516,13470,93.056,14.562,6.573,39.706,0.895,1.417,8.839,59.154,31.612,3.177,5.816,9.614,84.806,0.06,51.653,8,2,2,6,180,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
517,13471,92.452,20.723,8.496,34.525,0.963,1.527,11.022,52.724,39.783,2.997,4.576,13.938,81.515,0.038,47.365,6,2,4,8,176,WA_2020,WA,2020,WA_2020,93.268,15.544,6.713,35.559,0.911,1.489,10.058,62.331,28.409,3.429,5.67,6.528,87.853,0.054,48.422,93.006,18.961,7.977,34.512,0.842,1.314,9.759,52.168,40.842,2.502,4.396,13.781,81.83,0.057,51.462
518,13472,92.792,17.948,7.609,36.609,0.925,1.422,10.233,56.523,35.234,2.815,5.115,10.93,83.929,0.054,50.401,8,1,4,4,98,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
519,13473,93.245,19.696,8.929,36.035,1.068,1.666,10.68,54.233,36.664,3.35,5.192,12.44,82.321,0.04,46.396,6,2,3,7,80,WA_2020,WA,2020,WA_2020,93.268,15.544,6.713,35.559,0.911,1.489,10.058,62.331,28.409,3.429,5.67,6.528,87.853,0.054,48.422,93.006,18.961,7.977,34.512,0.842,1.314,9.759,52.168,40.842,2.502,4.396,13.781,81.83,0.057,51.462
520,13474,93.328,20.087,8.335,31.323,0.843,1.359,11.109,55.426,38.084,2.642,4.111,10.66,85.118,0.06,51.837,11,1,3,3,134,WA_2020,WA,2020,WA_2020,93.177,18.634,8.276,36.412,0.958,1.566,10.072,54.867,36.821,3.148,5.083,11.914,82.942,0.052,50.351,93.18,18.723,8.108,37.301,0.989,1.5,11.414,59.955,32.056,2.811,5.19,9.794,85.109,0.049,47.686
521,13475,93.082,17.611,7.812,36.348,0.999,1.591,10.638,59.851,31.3,3.456,5.581,8.89,85.578,0.048,47.19,6,2,2,6,5,WA_2020,WA,2020,WA_2020,93.268,15.544,6.713,35.559,0.911,1.489,10.058,62.331,28.409,3.429,5.67,6.528,87.853,0.054,48.422,93.006,18.961,7.977,34.512,0.842,1.314,9.759,52.168,40.842,2.502,4.396,13.781,81.83,0.057,51.462
522,13476,92.961,17.997,7.485,31.959,0.909,1.411,10.279,56.735,35.532,3.254,5.071,9.334,85.618,0.06,52.373,11,1,4,4,152,WA_2020,WA,2020,WA_2020,93.177,18.634,8.276,36.412,0.958,1.566,10.072,54.867,36.821,3.148,5.083,11.914,82.942,0.052,50.351,93.18,18.723,8.108,37.301,0.989,1.5,11.414,59.955,32.056,2.811,5.19,9.794,85.109,0.049,47.686
523,13477,92.77,18.071,7.945,37.196,0.95,1.395,9.673,54.834,37.273,2.594,5.033,13.094,81.597,0.051,51.225,11,1,1,1,167,WA_2020,WA,2020,WA_2020,93.177,18.634,8.276,36.412,0.958,1.566,10.072,54.867,36.821,3.148,5.083,11.914,82.942,0.052,50.351,93.18,18.723,8.108,37.301,0.989,1.5,11.414,59.955,32.056,2.811,5.19,9.794,85.109,0.049,47.686
524,13478,92.826,20.78,9.128,34.067,0.942,1.596,11.902,57.14,35.415,2.999,4.518,10.944,84.634,0.049,46.876,6,3,4,12,79,WA_2020,WA,2020,WA_2020,93.268,15.544,6.713,35.559,0.911,1.489,10.058,62.331,28.409,3.429,5.67,6.528,87.853,0.054,48.422,93.006,18.961,7.977,34.512,0.842,1.314,9.759,52.168,40.842,2.502,4.396,13.781,81.83,0.057,51.462
525,13479,93.54,17.022,7.266,32.72,0.781,1.18,9.768,58.489,34.639,2.486,4.6,8.907,86.319,0.066,53.938,8,3,4,12,58,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
526,13480,93.323,15.791,7.687,39.195,0.874,1.297,8.206,52.746,39.383,2.797,5.399,13.648,80.981,0.06,53.247,11,3,4,12,160,WA_2020,WA,2020,WA_2020,93.177,18.634,8.276,36.412,0.958,1.566,10.072,54.867,36.821,3.148,5.083,11.914,82.942,0.052,50.351,93.18,18.723,8.108,37.301,0.989,1.5,11.414,59.955,32.056,2.811,5.19,9.794,85.109,0.049,47.686
527,13481,92.929,21.07,8.134,28.133,0.81,1.28,12.829,62.608,31.664,2.139,3.79,6.834,89.407,0.059,51.164,8,4,1,13,75,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
528,13482,93.388,16.748,7.19,36.152,0.919,1.418,9.991,59.002,32.308,3.063,5.498,9.054,85.609,0.053,48.539,4,3,2,10,131,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
529,13483,93.042,17.915,7.847,36.118,0.937,1.603,10.256,56.757,34.579,3.32,5.33,10.655,84.143,0.053,49.407,4,3,1,9,73,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
530,13484,93.019,21.778,8.858,32.131,0.876,1.327,12.123,55.994,38.003,2.152,3.746,11.579,84.614,0.052,48.16,2,3,3,11,78,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
531,13485,93.143,20.238,8.673,34.144,0.936,1.367,11.647,57.06,35.76,2.365,4.341,11.242,84.35,0.046,47.809,3,1,3,3,40,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
532,13486,93.004,19.915,8.569,33.428,0.905,1.4,11.126,55.882,36.572,2.544,4.538,11.249,84.212,0.052,48.824,4,5,3,19,61,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
533,13487,93.047,20.06,8.511,34.828,0.929,1.516,11.145,55.969,36.287,2.726,4.526,11.858,83.585,0.053,49.92,2,3,2,10,195,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
534,13488,93.147,17.408,7.971,40.372,0.991,1.471,9.996,56.844,34.852,2.867,5.408,11.845,82.688,0.05,51.683,2,3,1,9,158,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
535,13489,93.333,19.135,7.716,32.008,0.784,1.285,11.238,58.597,34.744,2.498,4.186,9.18,86.722,0.056,50.946,8,2,1,5,44,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
536,13490,92.926,18.485,8.653,36.359,1.015,1.562,10.289,56.294,34.931,2.792,5.221,12.544,82.017,0.048,48.624,2,2,4,8,107,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
537,13491,92.796,22.073,9.149,33.632,0.979,1.437,12.072,53.779,39.208,2.593,4.334,12.709,83.177,0.044,45.363,3,5,3,19,33,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
538,13492,93.15,20.822,8.894,32.938,0.873,1.255,11.68,55.69,37.997,2.078,3.977,11.915,84.159,0.053,49.271,2,2,3,7,76,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
539,13493,92.816,20.37,8.655,36.136,0.923,1.402,9.669,48.307,44.373,2.404,4.587,16.284,79.045,0.051,51.714,2,2,2,6,104,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
540,13495,92.745,19.839,8.787,33.585,0.915,1.453,10.547,53.359,38.989,2.873,4.503,11.998,83.431,0.055,52.007,10,3,3,11,88,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
541,13496,92.559,20.292,8.846,36.68,1.027,1.615,10.046,50.732,40.88,3.075,4.854,15.433,79.425,0.037,47.531,5,3,3,11,172,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
542,13497,92.639,18.159,8.157,33.453,0.825,1.366,10.315,56.557,35.745,2.782,4.655,9.698,85.768,0.061,50.268,10,3,1,9,178,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
543,13498,93.26,18.192,8.286,37.768,0.982,1.326,10.828,58.694,33.199,2.309,5.043,10.07,84.915,0.053,49.286,4,5,1,17,100,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
544,13499,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,3,1,2,2,201,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
545,13500,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464,3,3,4,12,202,WA_2020,WA,2020,WA_2020,92.93,19.744,8.17,36.522,0.987,1.466,10.668,53.687,38.232,2.629,4.835,12.907,82.329,0.048,49.155,92.733,20.859,8.809,33.652,0.984,1.444,11.142,53.235,39.597,2.623,4.586,13.603,81.962,0.051,49.464
546,13501,92.931,21.232,8.625,34.656,0.962,1.444,12.242,57.131,35.596,2.483,4.565,10.457,85.077,0.046,45.488,1,3,3,11,121,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
547,13502,93.15,17.94,7.774,36.074,0.914,1.633,10.254,57.292,34.11,3.294,5.203,10.465,84.34,0.055,51.072,5,3,1,9,127,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
548,13503,92.915,19.41,9.257,34.184,0.947,1.465,10.807,55.499,36.54,2.673,4.617,12.259,82.931,0.049,47.884,4,2,1,5,53,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
549,13504,92.799,20.297,8.352,32.108,0.921,1.474,11.834,58.282,34.284,2.738,4.458,9.935,85.635,0.056,49.212,2,4,4,16,156,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
550,13505,93.09,19.311,8.208,36.374,0.984,1.556,10.311,53.848,37.861,3.221,5.02,12.575,82.373,0.047,50.088,1,4,1,13,133,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
551,13506,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057,5,4,2,14,202,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
552,13507,93.405,18.677,8.292,36.213,0.846,1.327,10.303,55.531,37.608,2.443,4.456,11.927,83.6,0.058,51.33,8,2,4,8,193,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
553,13508,93.141,15.011,7.266,32.88,0.833,1.39,9.547,61.48,30.214,3.257,5.292,7.632,87.039,0.063,51.675,10,4,3,15,148,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
554,13509,93.125,20.064,7.958,30.212,0.805,1.293,12.032,59.735,33.71,2.338,3.881,8.734,87.277,0.056,49.681,9,5,2,18,20,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
555,13510,92.723,19.817,9.027,35.169,1.093,1.531,10.972,54.114,38.068,3.014,5.391,13.079,81.597,0.048,47.98,9,5,1,17,86,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
556,13511,92.911,20.1,8.079,32.469,0.845,1.272,11.194,55.645,37.843,2.317,4.039,11.327,84.719,0.055,50.929,1,3,4,12,84,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
557,13512,93.377,16.4,7.638,35.269,0.912,1.375,10.363,61.57,30.125,2.985,5.384,7.771,86.948,0.05,47.122,10,4,2,14,15,WA_2020,WA,2020,WA_2020,93.477,18.155,8.105,33.959,0.901,1.348,10.324,56.327,36.281,2.632,4.959,10.588,84.528,0.057,52.071,93.443,19.985,8.078,35.278,0.913,1.461,11.026,56.42,36.063,2.808,4.468,11.056,84.381,0.046,47.707
558,13513,92.796,19.413,8.581,38.195,0.941,1.381,9.536,49.125,43.461,2.443,4.876,15.18,80.086,0.047,49.324,9,4,2,14,122,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
559,13514,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,4,4,1,13,201,WA_2020,WA,2020,WA_2020,93.046,19.179,8.117,37.192,0.989,1.609,10.567,55.552,35.97,3.164,5.205,11.771,83.04,0.049,48.339,92.775,18.615,8.102,36.224,0.943,1.413,10.784,57.331,34.696,2.707,4.892,10.513,84.632,0.054,50.576
560,13515,92.533,17.677,7.848,33.007,0.886,1.44,10.14,57,34.687,3.018,5.067,10.209,84.596,0.052,49.904,5,2,2,6,108,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
561,13516,93.285,19.214,8.783,34.99,1.009,1.625,11.289,58.779,32.363,3.341,5.042,10.267,84.61,0.043,45.659,6,4,4,16,25,WA_2020,WA,2020,WA_2020,93.268,15.544,6.713,35.559,0.911,1.489,10.058,62.331,28.409,3.429,5.67,6.528,87.853,0.054,48.422,93.006,18.961,7.977,34.512,0.842,1.314,9.759,52.168,40.842,2.502,4.396,13.781,81.83,0.057,51.462
562,13517,92.864,20.232,9.174,35.704,0.978,1.598,10.833,53.765,37.884,3.233,4.702,13.038,82.241,0.041,47.226,9,5,4,20,187,WA_2020,WA,2020,WA_2020,93.067,19.128,8.367,37.586,0.996,1.422,10.268,53.444,38.539,2.758,5.092,12.661,82.227,0.048,48.315,93.006,20.941,8.865,33.766,0.994,1.54,11.142,53.929,38.009,2.977,4.587,12.428,82.951,0.041,48.554
563,13518,93.086,18.994,8.171,35.705,0.943,1.36,10.557,55.07,36.897,2.761,4.952,11.184,84.166,0.054,49.648,5,4,1,13,99,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
564,13519,92.975,18.26,8.083,36.822,0.885,1.389,10.333,56.824,35.504,2.684,4.809,11.027,84.316,0.057,51.155,8,5,3,19,42,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
565,13520,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694,8,5,1,17,202,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
566,13521,93.161,19.831,9.067,33.25,0.913,1.486,11.345,56.567,35.835,3.02,4.38,10.998,84.643,0.051,50.154,1,4,2,14,125,WA_2020,WA,2020,WA_2020,92.74,18.795,8.259,38.22,1.043,1.441,10.774,55.78,35.826,2.706,5.358,11.657,83.057,0.042,45.92,93.258,17.512,8.097,37.214,0.942,1.517,10.395,59.303,32.234,2.994,5.171,9.691,85.065,0.05,48.079
567,13522,93.089,18.231,8.47,35.891,0.938,1.424,10.067,55.64,36.513,2.571,5.064,11.9,83.071,0.057,50.593,8,3,2,10,169,WA_2020,WA,2020,WA_2020,93.488,16.184,7.584,41.5,0.966,1.295,8.279,52.552,38.758,2.605,5.749,13.388,80.971,0.054,51.387,92.643,24.917,10.07,27.901,0.814,1.283,13.582,54.253,40.922,1.612,2.839,12.693,84.413,0.056,48.694
568,13523,93.262,18.647,7.812,36.499,0.903,1.347,10.471,56.217,36.84,2.345,4.855,11.525,83.49,0.051,48.969,2,3,4,12,3,WA_2020,WA,2020,WA_2020,92.894,19.554,8.591,36.84,0.955,1.49,10.816,55.125,36.999,2.661,4.808,12.068,83.166,0.052,50.328,93.441,19.392,7.697,35.703,0.956,1.489,11.418,59.137,32.811,3.009,4.837,9.538,85.856,0.045,47.066
569,13524,93.281,19.39,8.145,35.866,0.885,1.429,11.343,57.23,35.531,2.565,4.58,10.485,85.249,0.053,49.113,5,4,4,16,138,WA_2020,WA,2020,WA_2020,93.358,16.398,7.776,41.523,0.961,1.249,8.326,51.64,40.118,2.475,5.617,13.438,81.243,0.053,51.692,93.167,18.774,9.596,37.343,1.016,1.684,9.239,49.7,41.568,3.308,5.034,16.253,78.574,0.046,50.057
