gen,BLUE,weight,env
1,0.755454372996369,463.710333173105,ID_2020
10,0.838954550313028,488.395733217017,ID_2020
100,0.78045441654343,457.24540063119,ID_2020
101,0.810954345288718,456.286255132335,ID_2020
102,0.83745441654343,457.24540063119,ID_2020
103,0.915954424280799,369.736336689134,ID_2020
104,0.867954368356217,369.73537236395,ID_2020
105,NA,NA,ID_2020
106,0.78345435553058,463.709244568284,ID_2020
107,0.72095446191178,356.426247249575,ID_2020
108,0.842954491606853,481.212779811609,ID_2020
109,0.799954491606853,481.212779811609,ID_2020
11,0.832454459849382,481.126302889376,ID_2020
110,0.878954396863263,369.735908754757,ID_2020
111,0.82495454448714,476.161849039309,ID_2020
112,0.821954546541534,488.395757162657,ID_2020
113,0.775954492547547,356.426459940188,ID_2020
114,0.845454445892281,481.126126509646,ID_2020
115,0.780454355530581,463.709244568284,ID_2020
116,0.754954345288719,456.286255132335,ID_2020
117,0.815454445892281,481.126126509646,ID_2020
118,0.76745434884761,463.708577045158,ID_2020
119,0.839454538904834,485.264229654424,ID_2020
12,0.752954342045966,456.285378608275,ID_2020
120,0.748954442116241,481.211470498914,ID_2020
121,0.761454363590533,463.709826411673,ID_2020
122,0.848454529843063,485.263875719711,ID_2020
123,0.770454363590533,463.709826411673,ID_2020
124,0.772954339004215,456.284371358519,ID_2020
125,0.790454538904834,485.264229654424,ID_2020
126,0.829454461782593,457.246433282947,ID_2020
127,0.793954491606852,481.212779811609,ID_2020
128,0.805954339004215,456.284371358519,ID_2020
129,0.81695452431328,476.161555682647,ID_2020
13,0.785954342045966,456.285378608275,ID_2020
130,0.818954396863264,369.735908754758,ID_2020
131,0.785454363590533,463.709826411673,ID_2020
132,0.927954368356216,369.73537236395,ID_2020
133,0.831954531942809,488.395708728743,ID_2020
134,0.753954476663246,481.212423154832,ID_2020
135,NA,NA,ID_2020
136,0.803954349317869,456.287014310013,ID_2020
137,0.795454342173749,473.849136296849,ID_2020
138,0.761454534953873,485.264024508708,ID_2020
139,0.778954345288719,456.286255132334,ID_2020
14,0.734454372996514,463.710333173473,ID_2020
140,0.7649544775513,356.42637142816,ID_2020
141,0.843454459849381,481.126302889377,ID_2020
142,0.808954339004215,456.284371358519,ID_2020
143,0.81245443289934,481.125918513053,ID_2020
144,0.755454461782593,457.246433282947,ID_2020
145,0.858954531942809,488.395708728743,ID_2020
146,0.822454334527351,473.846012286494,ID_2020
147,0.846954476663246,481.212423154832,ID_2020
148,0.77245453801872,485.264142201141,ID_2020
149,0.81845439155979,457.244705716728,ID_2020
15,0.76445441654343,457.24540063119,ID_2020
150,0.799954442116241,481.211470498914,ID_2020
151,0.792954491606853,481.212779811609,ID_2020
152,0.814454529843063,485.263875719711,ID_2020
153,0.807954550313028,488.395733217017,ID_2020
154,0.910954424280799,369.736336689134,ID_2020
155,0.772954460264312,481.211990843498,ID_2020
156,0.787454342173749,473.849136296849,ID_2020
157,0.834954535361197,476.16171939687,ID_2020
158,0.79395452431328,476.161555682646,ID_2020
159,0.790954460264311,481.211990843498,ID_2020
16,0.831954424280799,369.736336689134,ID_2020
160,0.781454372996514,463.710333173473,ID_2020
161,0.786954476663246,481.212423154832,ID_2020
162,0.774954442116241,481.211470498914,ID_2020
163,0.83045443289934,481.125918513053,ID_2020
164,0.774454461782593,457.246433282947,ID_2020
165,0.823954492547547,356.426459940189,ID_2020
166,0.742954424280798,369.736336689134,ID_2020
167,0.834954540414369,488.395748885708,ID_2020
168,0.877454440034428,457.245971456366,ID_2020
169,0.77995454448714,476.161849039309,ID_2020
17,0.809454338479906,473.847666476136,ID_2020
170,0.700954492547547,356.426459940188,ID_2020
171,0.80945444589228,481.126126509646,ID_2020
172,0.83995452431328,476.161555682646,ID_2020
173,0.76045433452735,473.846012286494,ID_2020
174,0.82345441654343,457.245400631191,ID_2020
175,0.697454363590532,463.709826411673,ID_2020
176,0.78745443289934,481.125918513052,ID_2020
177,0.852954511713583,476.161350138592,ID_2020
178,0.955954368356216,369.73537236395,ID_2020
179,0.784454440034428,457.245971456366,ID_2020
18,0.8614543304451,473.84415919853,ID_2020
180,0.865954544487139,476.161849039308,ID_2020
181,0.74445435553058,463.709244568285,ID_2020
182,0.700954505547919,356.426513190783,ID_2020
183,0.778454538904835,485.264229654424,ID_2020
184,0.760954505547919,356.426513190783,ID_2020
185,0.794454420923462,481.125670747271,ID_2020
186,0.850954442116241,481.211470498914,ID_2020
187,0.807954535361197,476.161719396871,ID_2020
188,0.830954531942809,488.395708728743,ID_2020
189,0.770454342173749,473.849136296849,ID_2020
19,0.823454420923462,481.12567074727,ID_2020
190,0.701954477551299,356.42637142816,ID_2020
191,0.75445453801872,485.264142201141,ID_2020
192,0.667954505547919,356.426513190783,ID_2020
193,0.798454534953873,485.264024508708,ID_2020
194,0.808454420923462,481.12567074727,ID_2020
195,0.835954476663246,481.212423154832,ID_2020
196,0.83845453801872,485.264142201141,ID_2020
197,0.76845433452735,473.846012286494,ID_2020
198,0.738954461911779,356.426247249575,ID_2020
2,0.839454529843063,485.263875719712,ID_2020
20,0.840454459849381,481.126302889377,ID_2020
201,0.82654534468104,5382.98304125082,ID_2020
202,0.796363529012125,5383.006827107,ID_2020
21,0.83545443289934,481.125918513052,ID_2020
22,0.82295452431328,476.161555682646,ID_2020
23,0.854954544487139,476.161849039308,ID_2020
24,0.79045433452735,473.846012286494,ID_2020
25,0.761454338479906,473.847666476136,ID_2020
26,0.841954546541533,488.395757162657,ID_2020
27,0.822454372996514,463.710333173473,ID_2020
28,0.875454440034428,457.245971456366,ID_2020
29,0.82795444211624,481.211470498914,ID_2020
3,0.899954550313027,488.395733217017,ID_2020
30,0.811954540414368,488.395748885708,ID_2020
31,0.805454338479905,473.847666476136,ID_2020
32,0.766454330445099,473.84415919853,ID_2020
33,0.78245439155979,457.244705716728,ID_2020
34,0.794954511713583,476.161350138592,ID_2020
35,0.71445435553058,463.709244568285,ID_2020
36,0.681954505547919,356.426513190783,ID_2020
37,0.778954339004214,456.284371358519,ID_2020
38,0.769454363590532,463.709826411673,ID_2020
39,0.843954544487139,476.161849039308,ID_2020
4,0.877954546541533,488.395757162657,ID_2020
40,1.02795433925535,369.734716726216,ID_2020
41,0.796954476663246,481.212423154831,ID_2020
42,0.803954540414368,488.395748885708,ID_2020
43,0.813954396863264,369.735908754758,ID_2020
44,0.925954339255349,369.734716726216,ID_2020
45,0.837454445892279,481.126126509646,ID_2020
46,0.880454420923462,481.12567074727,ID_2020
47,0.686954477551299,356.426371428159,ID_2020
48,0.931954424280798,369.736336689134,ID_2020
49,0.811454445892279,481.126126509646,ID_2020
5,0.76645434884761,463.708577045157,ID_2020
50,0.71945433452735,473.846012286494,ID_2020
51,0.819954368356215,369.73537236395,ID_2020
52,0.787954342045966,456.285378608275,ID_2020
53,0.74445434884761,463.708577045158,ID_2020
54,0.757454391559789,457.244705716727,ID_2020
55,0.774454342173749,473.849136296849,ID_2020
56,0.843954535361197,476.16171939687,ID_2020
57,0.688954461911779,356.426247249575,ID_2020
58,0.786954345288719,456.286255132334,ID_2020
59,0.779454529843063,485.263875719712,ID_2020
6,0.810454461782593,457.246433282947,ID_2020
60,0.770954460264311,481.211990843498,ID_2020
61,0.862954535361197,476.16171939687,ID_2020
62,0.811954342045966,456.285378608275,ID_2020
63,0.795454538018719,485.264142201141,ID_2020
64,0.796954546541533,488.395757162657,ID_2020
65,0.681954492547547,356.426459940189,ID_2020
66,0.842454416543429,457.245400631191,ID_2020
67,0.772454338479905,473.847666476136,ID_2020
68,0.863454461782593,457.246433282947,ID_2020
69,0.862954550313027,488.395733217017,ID_2020
7,0.674954461911779,356.426247249575,ID_2020
70,0.763454348847609,463.708577045157,ID_2020
71,0.813954477551299,356.42637142816,ID_2020
72,0.850954339255348,369.734716726216,ID_2020
73,0.822454534953873,485.264024508709,ID_2020
74,0.885954546541533,488.395757162657,ID_2020
75,0.763954460264311,481.211990843498,ID_2020
76,0.817954511713583,476.161350138592,ID_2020
77,0.737954349317869,456.287014310013,ID_2020
78,0.820954368356215,369.73537236395,ID_2020
79,0.718454538018719,485.264142201141,ID_2020
8,0.849954540414368,488.395748885708,ID_2020
80,0.851954339255348,369.734716726216,ID_2020
81,0.801454459849381,481.126302889377,ID_2020
82,0.802954345288719,456.286255132335,ID_2020
83,0.781954531942809,488.395708728744,ID_2020
84,0.8724543304451,473.84415919853,ID_2020
85,0.785454529843062,485.263875719712,ID_2020
86,0.78145434884761,463.708577045157,ID_2020
87,0.808954511713583,476.161350138592,ID_2020
88,0.697954505547919,356.426513190782,ID_2020
89,0.819454538904834,485.264229654424,ID_2020
9,0.813454534953873,485.264024508709,ID_2020
90,0.805454440034428,457.245971456366,ID_2020
91,0.910954396863263,369.735908754758,ID_2020
92,0.80145439155979,457.244705716727,ID_2020
93,0.717954477551299,356.42637142816,ID_2020
94,0.771454338479905,473.847666476136,ID_2020
95,0.773954349317868,456.287014310013,ID_2020
96,0.885954550313027,488.395733217017,ID_2020
97,0.84495452431328,476.161555682646,ID_2020
98,0.750954342045966,456.285378608275,ID_2020
99,0.784454330445099,473.844159198531,ID_2020
1,1.2057732166317,172.005602064508,OR_2020
10,1.29977315171474,181.619382109681,OR_2020
100,1.2187729022547,197.963090837941,OR_2020
101,1.23027281643636,185.801728187273,OR_2020
102,1.3287729022547,197.963090837941,OR_2020
103,1.12477323974272,197.067312266033,OR_2020
104,1.33377300990231,189.812546857923,OR_2020
105,1.23377299695959,147.277386557451,OR_2020
106,1.17077323974272,197.067312266033,OR_2020
107,1.17277314730093,197.068205685778,OR_2020
108,1.3257729022547,197.963090837941,OR_2020
109,1.29027279482127,185.801746184859,OR_2020
11,1.22377321663137,172.005602064397,OR_2020
110,1.35577295234426,189.812892192459,OR_2020
111,1.37227270017235,197.685122826515,OR_2020
112,1.11077284770999,197.963274385454,OR_2020
113,1.22977295234426,189.812892192459,OR_2020
114,1.26877304780871,172.638305972852,OR_2020
