gen,BLUE,weight,env
1,29.663638635926,0.567672659694987,ID_2020
10,27.7866373971259,0.603301578453074,ID_2020
100,26.1566392208556,0.605316832247736,ID_2020
101,28.9336395110591,0.613826154532078,ID_2020
102,28.4316392208556,0.605316832247736,ID_2020
103,31.0636411605632,0.618699172466039,ID_2020
104,28.7626416804058,0.618695326773077,ID_2020
105,NA,NA,ID_2020
106,28.9836396430525,0.567671083743417,ID_2020
107,22.5911379029715,0.438221792430763,ID_2020
108,27.0916367563933,0.587847570569752,ID_2020
109,29.0796367563933,0.587847570569752,ID_2020
11,27.5816354085315,0.611348834643751,ID_2020
110,28.9826414200233,0.618697372770107,ID_2020
111,26.3911360347761,0.59191487440588,ID_2020
112,28.7686372107599,0.603301645168549,ID_2020
113,22.3781381547135,0.438222091246551,ID_2020
114,29.2386354889028,0.611348619509811,ID_2020
115,28.2356396430525,0.567671083743417,ID_2020
116,28.5616395110591,0.613826154532078,ID_2020
117,28.2196354889028,0.611348619509811,ID_2020
118,27.3606402645381,0.567670119592273,ID_2020
119,27.5851387145548,0.562455483869797,ID_2020
12,26.4486403418087,0.613825029204346,ID_2020
120,27.4516376211952,0.587846682159509,ID_2020
121,27.6216390967005,0.5676719267239,ID_2020
122,30.5281393366485,0.562454710912128,ID_2020
123,28.7126390967005,0.5676719267239,ID_2020
124,27.2176412322372,0.613823719393124,ID_2020
125,26.0811387145548,0.562455483869797,ID_2020
126,25.0626386889583,0.605318575256573,ID_2020
127,28.3036367563933,0.587847570569752,ID_2020
128,28.4686412322372,0.613823719393124,ID_2020
129,25.5061364809849,0.591914771751139,ID_2020
13,28.0506403418087,0.613825029204346,ID_2020
130,26.7396414200233,0.618697372770108,ID_2020
131,30.7326390967005,0.5676719267239,ID_2020
132,29.6976416804058,0.618695326773077,ID_2020
133,27.8086368577304,0.603301623697515,ID_2020
134,28.3506370417513,0.587847364235441,ID_2020
135,NA,NA,ID_2020
136,29.2036387460723,0.613827114666035,ID_2020
137,24.9061391717379,0.538182761336719,ID_2020
138,26.8551391251464,0.562455015546539,ID_2020
139,28.8996395110591,0.613826154532078,ID_2020
14,29.1696386359235,0.567672659694879,ID_2020
140,22.9341380040548,0.438221966671363,ID_2020
141,30.8696354085315,0.611348834643752,ID_2020
142,25.5826412322372,0.613823719393124,ID_2020
143,26.9686356624781,0.611348362597047,ID_2020
144,26.9226386889583,0.605318575256572,ID_2020
145,26.1596368577304,0.603301623697515,ID_2020
146,26.9401411980515,0.538181034990326,ID_2020
147,30.4806370417513,0.587847364235441,ID_2020
148,28.9761389169685,0.562455273878154,ID_2020
149,26.8816394797095,0.605315701169751,ID_2020
15,26.5186392208556,0.605316832247737,ID_2020
150,27.7036376211952,0.587846682159509,ID_2020
151,27.0946367563933,0.587847570569752,ID_2020
152,26.8581393366485,0.562454710912129,ID_2020
153,28.1796373971259,0.603301578453074,ID_2020
154,27.1336411605631,0.618699172466039,ID_2020
155,26.8076373347249,0.587847073280408,ID_2020
156,28.1051391717379,0.538182761336718,ID_2020
157,25.6161362544477,0.591914839887501,ID_2020
158,25.4221364809849,0.591914771751138,ID_2020
159,28.5396373347249,0.587847073280408,ID_2020
16,27.2836411605631,0.618699172466039,ID_2020
160,28.9236386359235,0.567672659694879,ID_2020
161,27.8286370417513,0.587847364235441,ID_2020
162,29.0096376211952,0.587846682159509,ID_2020
163,27.7766356624781,0.611348362597047,ID_2020
164,26.5846386889583,0.605318575256572,ID_2020
165,24.4111381547135,0.438222091246551,ID_2020
166,24.2336411605631,0.618699172466039,ID_2020
167,27.5016370312291,0.603301660229843,ID_2020
168,26.8636389584305,0.605317783927527,ID_2020
169,24.2741360347761,0.591914874405879,ID_2020
17,28.6141401671588,0.538181989216847,ID_2020
170,21.0491381547135,0.438222091246551,ID_2020
171,27.7126354889028,0.611348619509811,ID_2020
