gen,ID_2020_A,OR_2020_A,OR_2021_A,WA_2020_A,WA_2021_A,all_A,ID_2020_A2,OR_2020_A2,OR_2021_A2,WA_2020_A2,WA_2021_A2,all_A2,ID_2020_ADICP,OR_2020_ADICP,OR_2021_ADICP,WA_2020_ADICP,WA_2021_ADICP,all_ADICP,ID_2020_aNDForm,OR_2020_aNDForm,OR_2021_aNDForm,WA_2020_aNDForm,WA_2021_aNDForm,all_aNDForm,ID_2020_Ash,OR_2020_Ash,OR_2021_Ash,WA_2020_Ash,WA_2021_Ash,all_Ash,ID_2020_B,OR_2020_B,OR_2021_B,WA_2020_B,WA_2021_B,all_B,ID_2020_B1,OR_2020_B1,OR_2021_B1,WA_2020_B1,WA_2021_B1,all_B1,ID_2020_B2,OR_2020_B2,OR_2021_B2,WA_2020_B2,WA_2021_B2,all_B2,ID_2020_C,OR_2020_C,OR_2021_C,WA_2020_C,WA_2021_C,all_C,ID_2020_CP,OR_2020_CP,OR_2021_CP,WA_2020_CP,WA_2021_CP,all_CP,ID_2020_ER6,OR_2020_ER6,OR_2021_ER6,WA_2020_ER6,WA_2021_ER6,all_ER6,ID_2020_kd,OR_2020_kd,OR_2021_kd,WA_2020_kd,WA_2021_kd,all_kd,ID_2020_NDICP,OR_2020_NDICP,OR_2021_NDICP,WA_2020_NDICP,WA_2021_NDICP,all_NDICP,ID_2020_SP,OR_2020_SP,OR_2021_SP,WA_2020_SP,WA_2021_SP,all_SP,PC1,PC2,PC3
51,16.3633764604496,13.6113201330281,12.7790733803287,11.2766584390245,7.41871979688572,12.2898296419433,45.7975896331519,50.5849954587443,50.5535173126804,55.6159918656066,58.7566812302015,52.2617551000769,0.803219960300438,1.23522016507639,1.14100566292133,0.933395494014038,0.800238437926318,0.982615944047703,28.1430507494442,39.6733909053175,37.066444961156,35.3673580381811,29.6638512141938,33.9828191736585,10.5732277416425,7.00705476819984,7.52524017552182,7.67510908579079,6.42974361656554,7.8420750775441,80.3554496335434,79.0600100968706,81.1573321307428,83.957758457459,87.4656844130572,82.3992469463346,49.3099085782762,37.3938221739355,38.7660473060764,36.887284336349,33.4786333731135,39.1671391535501,1.76972788728848,4.35726641146347,3.88835812859169,2.91198991666833,2.67681951613043,3.12083237202848,3.65862484392724,7.4969779980467,6.6117745997524,5.04674551525527,5.04285077850843,5.57139474709801,23.1394638956699,16.5882189544804,17.2961076087351,18.3859412158966,16.8680501689059,18.4555563687376,56.5960004847997,49.5350736276115,52.1229317324769,50.9655301234876,49.9435197781075,51.8326111492967,0.061963885427545,0.0503672689378207,0.0552603389432694,0.0554102306072565,0.056393546496952,0.0558790540825687,1.24099098662646,2.00269440003417,1.80506867031458,1.42902129068993,1.32086309252439,1.55972768803791,10.7377627372002,8.21237518006219,8.89370942920734,10.363358561742,9.05262877928364,9.45196693749907,-28.85794853,18.38746527,11.19016092
52,13.6279035047545,12.9532551353724,12.4132854515921,11.60994087555,7.40467907601794,11.6018128086574,51.2526084177238,53.2606692530772,52.3542753734094,55.4766475101824,57.8001032590068,54.0288607626799,0.804820121022058,1.25567840085984,1.12892765534808,1.00652085406388,0.843394464714237,1.00786829920162,27.9332049233017,40.2100326423883,37.5166122718283,35.7487781296517,31.1883488434254,34.5193953621191,10.8558751042047,7.42434171731237,7.8974577362185,8.22699926890606,6.91782909421206,8.26450058417074,82.6471575912854,79.9987775035255,81.438283100894,83.2895794316483,87.4211352060714,82.9589865666849,43.326592583713,35.6590918590567,37.8142237762387,36.3546030170046,34.2679724037467,37.4844967279519,1.6861721504835,4.10732230151816,3.6660926698164,2.69014436529769,2.34164757214179,2.89827581185151,3.60427030624538,7.08210905840683,6.48600102773128,5.10253076517608,4.99297056095162,5.45357634370224,22.8515486676373,17.4324741329579,17.755552017673,18.7312860157791,17.5606417688147,18.8663005205724,58.5733913143228,49.6578372020464,52.2928264374711,50.2532007771979,50.0914219083869,52.173735527885,0.0662351683795151,0.0503543275984282,0.0557474839473298,0.0554208867901635,0.0580075449828218,0.0571530823396517,1.24640132243871,2.01793914448779,1.75582416371477,1.39652703651688,1.13740202030576,1.51081873749278,11.6631197609471,9.34908456134121,9.40133274621622,10.5238791692888,9.64184386328849,10.1158520202164,-14.10436545,11.4316259,1.797952837
53,13.3126809496697,13.2554666066022,12.777470693324,12.1199361244134,6.65871453441065,11.624853781684,51.137121474506,51.8321752630106,51.3928831167137,55.1520197895261,59.9562059566427,53.8940811200798,0.801019400685731,1.29265613046374,1.02119890859718,0.937314353658727,0.837715931971844,0.977980945075444,26.6306176543515,39.191122214033,35.0559453412666,34.4218245086135,27.5022661843129,32.5603551805155,10.9140563728175,7.62196535170874,8.16628218287111,8.68013481520474,7.27033612854412,8.53055497022924,83.0883237168414,79.5548951971078,81.2504929069481,83.1513655523294,88.8409021341293,83.1771959014712,43.6333083054291,36.4896793670723,38.677092007305,36.9853786855093,33.1871036363433,37.7945124003318,1.72443296190179,4.40818569844178,2.79719286550994,2.78678403620924,2.59056341768306,2.86143179594916,3.40604646690145,7.46269730858075,5.39306263802711,4.80830001364337,4.71674590353421,5.15737046613738,23.5104984739813,17.471883898532,18.3597009735776,19.0167778165052,18.4713689075355,19.3660460140263,56.9110816685878,49.0091034961193,51.398606387832,48.6961600242584,49.7600711188654,51.1550045391326,0.0634589851976714,0.0477188834859583,0.0550590870491584,0.0488944196980896,0.0557267629937525,0.054171627684926,1.22288041684926,1.99876652680045,1.58821345944465,1.4390757644881,1.31277127182721,1.51234148788193,11.8869167800398,9.13739225237709,9.68133738218687,10.6280160231827,10.9613838300044,10.4590092535582,0.796740245,15.12577334,-0.332471528
54,13.3770697744368,13.7838796536644,13.2520153520118,11.4869422718439,8.01519523405123,11.9830204572016,51.0384409861073,50.8348587463446,50.7216780691148,55.9161542956235,57.8897604312412,53.2801785056863,0.799421010015258,1.28755806310251,1.04033423214291,0.931332023815715,0.807440744487514,0.97321721471278,27.8668320249284,36.9462238702615,36.6232670789484,34.7303486385309,28.2875494822003,32.8908442189739,11.2013385307893,7.89431660584054,8.1806421258326,8.33259257437229,7.28916619020542,8.57961120540803,82.7759762363533,78.9461169673255,80.6856659741527,83.4040877734251,87.060374342419,82.5744442587351,43.4200184125851,36.9129191158351,39.0291402223096,36.0823493845963,34.4774946132548,37.9843843497162,1.77657300003363,4.45891205726756,3.19431849178661,2.92074363424014,2.59756419553954,2.9896222757735,3.60832781480555,7.44444982232399,6.10518049796143,4.9526674723018,4.81527409123545,5.38517993972564,21.8413164315509,17.4427327932575,17.5955625780883,18.1792132630552,17.3194649479091,18.4756580027722,57.9090996338734,49.2138315994653,51.6826967096365,50.0285276060556,49.7937670054075,51.7255845108877,0.0675312525243429,0.0491000211831717,0.055410001840696,0.0537184690956378,0.0568894064315177,0.0565298302150732,1.2223950446323,1.99627524494162,1.53294916214288,1.45714935143164,1.31007915658855,1.5037695919474,11.0905736216251,8.98305164932553,8.25583607894207,10.2428822704923,9.89682735228044,9.69383419453309,-40.90437382,-44.78249752,1.270957152
55,12.1492296535185,14.251349546683,13.5844297560437,11.6352844396429,8.15835605530082,11.9557298902378,52.2254342386473,49.383258752813,49.7447352164985,55.4033094162453,56.8024901672126,52.7118455582833,0.801874851426513,1.33348180590743,1.15872457134361,0.899448136805576,0.821953825904252,1.00309663827748,27.3755527038633,39.8466177308835,37.5211068023665,36.0933576667449,29.9463694258534,34.1566008659423,11.3038444375794,7.43803813618968,7.98131035426734,7.48360946191178,7.02778426412848,8.24691733081533,83.8943649498879,78.0334330411429,80.0957003354097,82.9608169431213,86.7944603149933,82.355755116911,42.476852393572,38.0258653074579,39.7909627110635,36.2182616842875,35.2001626241232,38.3424209441008,1.69219653741435,4.6283709263275,3.70628841899976,2.93713792630632,2.57395192244227,3.10758914629804,3.60043045585824,8.07188222556913,6.51646604066638,5.23855314424133,5.10219866745192,5.7059061067574,22.9149717415765,17.148771426149,17.7574152094822,17.6350748805393,17.5634504459277,18.6039367407349,58.0369950589789,49.1476554477744,51.5935584656297,52.1067803747667,49.8298956762714,52.1429770046842,0.0686578754737524,0.0495650051605245,0.0561061709750303,0.0601201199291559,0.0591959392284452,0.0587290221533816,1.18843995051682,2.02356056643724,1.76132239041579,1.40797775022523,1.24061041429168,1.52438221437735,11.6985801974231,8.41216733449842,8.88416673494098,9.88356418460309,9.48844083021899,9.67338385633692,-30.31622919,-20.46812816,-11.2395659
57,11.8919819432478,14.6999447064076,14.27346427102,11.9415080790402,7.96918993434519,12.1552177868122,53.5609077833025,48.6401573371169,49.2446197438695,55.777493686672,58.0009448703645,53.0448246842651,0.794752071570502,1.2039638160172,1.21494992940418,0.938292155472137,0.792479864564723,0.988887567405749,22.87314323794,39.1185477539815,37.1237306485902,35.2632198595304,26.5948847540555,32.1947052508195,11.5275559108194,7.6904563100684,8.26947378670584,8.12866952739953,7.40565033336701,8.60436117367203,84.7517707177708,78.3780894373374,79.8217699094947,83.2028712181955,88.0119985282428,82.8332999622083,42.0030737115308,39.8782835739766,41.4548886095731,36.3358216535494,35.4996330753401,39.034340124794,1.55849425133368,3.89658358770479,3.97525784124213,2.51552682367244,2.21723898717025,2.83262029822466,3.02389755521375,6.56025167073555,6.40985115702687,4.61905868600764,4.31371447748955,4.98535470929467,25.9497262445461,18.1683766247091,19.2061441612419,19.4019514548444,19.7473436069156,20.4947084184514,56.3463112569195,49.6269521684274,52.2462290789524,48.5722844821013,50.3427035212923,51.4268961015386,0.0664093381445789,0.0506517986600812,0.0559816716155815,0.0506442535400451,0.0587834505937117,0.0564941025107997,1.21010153274914,2.03209668097372,1.92252876033336,1.36054104515103,1.17534446943444,1.54012249772834,13.3814659754343,9.02603495893774,8.93508418158468,10.6465437772352,11.242862562287,10.6463982910958,1.055851488,36.75112111,10.29289446
58,13.0221261231395,12.9679714442578,12.4985528747913,8.89817953191966,7.67286139165731,11.0119382731531,52.608117540394,53.0302070935876,52.1991717908005,59.1088202323611,57.7340843568258,54.9360802027938,0.800865923544238,1.15368332698178,1.06504525303447,0.862467935090234,0.798705619280578,0.936153611586259,27.1172644232883,36.243651078583,36.1528384328684,34.7554798803567,28.9418296672304,32.6422126964654,11.1383031301646,7.35777676142673,7.84031399901753,7.46669386484032,6.84289703508504,8.12919695810684,83.2571188462376,80.3152317407491,81.5815609207638,85.8000565005842,87.2746430903205,83.645722219731,42.1963244388151,36.5996023142326,38.6910523374307,33.0842625202279,34.6996918774162,37.0541866976245,1.61624977658027,3.92320634652733,3.38194306750218,2.82146871781325,2.35091791849861,2.81875716538433,3.44895949047718,6.59468570456737,6.04296566446708,4.95603591360037,4.77088404544729,5.16270616371186,23.2087781688609,16.7995495416079,17.4624248829017,17.4485961783601,17.1187659133282,18.4076229370118,57.2296598744663,49.8636429829787,52.576174662959,51.5771198215078,50.1905529410356,52.2874300565895,0.0643716203170032,0.0515885578190021,0.0558355369575128,0.0582757716537985,0.0582992803468859,0.0576741534188405,1.2296175184242,2.01631775468477,1.6455699178139,1.38155708911822,1.11803488580456,1.47821943316913,12.0823815032508,8.89641199436156,8.72785586673706,10.1312383643385,9.5005187998818,9.86768130571393,2.458016952,5.100261105,10.60319602
59,14.4914828913889,12.7802078632926,12.1504673917054,11.5739373779137,6.83399901445413,11.5660189077509,48.9463351436413,53.6204165070063,52.5963892546718,55.9659673414147,59.2395202052067,54.0737256903881,0.800182255890926,1.16219675504349,1.1191667172972,0.877735942244486,0.798392613696659,0.951534856834552,26.0646850343956,33.9696862641814,36.2948960540643,34.2196849112319,25.0586625713273,31.1215229670401,10.8745701621548,7.54211198515585,8.00799702416383,8.13589677576935,7.06277824990079,8.32467083942892,82.1698282969447,80.8491704100915,82.197023783934,84.2681821838944,88.8084265506481,83.6585262451025,46.4332348467103,36.0414086385502,37.8467839499013,36.5922945144169,33.7471079486468,38.1321659796451,1.69087224679312,3.93947269035329,3.48790112111081,2.55739535484936,2.34134011702576,2.80339630602647,3.23774461676638,5.94338110588462,6.26485840835873,4.48677980081665,4.29859229583497,4.84627124553227,24.3503303102114,18.3378727488006,18.6131013399294,19.4604911868318,18.853358462169,19.9230308095884,56.6212021307918,49.3138071972577,51.8178497892463,49.427098287279,50.1603823140492,51.4680679437248,0.0637303251372179,0.0497653419716415,0.055856917928842,0.0511227155613617,0.058370119327198,0.0557690839852522,1.23234086019476,2.02119341429248,1.70536811722936,1.37804134514155,1.19956935395922,1.50730261816347,11.9148600007571,9.98056509861406,9.66986881539756,10.9211752411311,11.3053190727984,10.7583576457396,8.497608626,15.14707856,-4.959956634
60,15.5429837407091,13.0181284985775,12.5669528409391,10.7922602294043,7.48121873072102,11.8803088080702,47.6882839419556,52.3873133797607,51.7664972099836,55.7721680821993,58.1101551966764,53.1448835621151,0.800735415474594,1.25216853963181,1.02948249891152,0.917202848008317,0.812321232591089,0.962382106923465,28.1039973106139,40.2115329611853,36.1318060805225,35.1762001620244,28.0560444308695,33.5359161890431,11.4149625730628,7.42885800860451,8.05095664837845,8.15919892281079,7.11911081160224,8.43461739289176,81.0818433394036,79.8019065089432,81.5369675922966,84.4921659918989,87.7729649761745,82.9371696817434,47.4655572826537,36.074824184053,38.6667380902339,36.4061131117778,34.4061404407289,38.6038746218894,1.73626610532142,4.32144198024734,2.74453365335011,2.76984875507073,2.48431018635522,2.81128013606896,3.53750666613332,7.65808695665598,5.56589063109775,4.85945931296385,4.7164462352444,5.26747796041906,22.4169363310455,16.6321921246925,17.9693822724224,18.8470664148388,17.882981175639,18.7497116637276,57.9102012766726,49.6694104226937,52.3058581053218,49.0915284089193,50.1716075020714,51.8297211431357,0.0669273504287648,0.0502026274793566,0.0555186031496559,0.0545356141078854,0.0572492219828704,0.0568866834297066,1.21596699436582,2.00223636196732,1.49572565447178,1.43264902159514,1.24591814100093,1.4784992346802,10.7354652244012,8.54355736311457,9.33533547672734,10.5498997839741,10.2706012352502,9.88697181669348,11.22063674,-5.579203328,-19.37021018
61,12.9421866200287,13.2946583664754,13.1998195010202,11.6357494337941,7.64543100885749,11.7435689860352,51.5428525661272,53.247402021064,52.3453463795082,55.5145489344691,59.4527396701678,54.4205779142673,0.809511008694699,1.1774624598089,1.01814364871403,0.904840633894034,0.83110048722131,0.948211647666595,26.3132124842427,35.5224363586409,35.898469185691,34.1988008144176,27.4400223046976,31.874588229538,11.3699270449824,8.20657011756429,8.68037601162774,8.64956184365413,7.94446265684161,8.97017953493404,83.1368005423659,80.3086641603675,81.121161719347,83.834515940163,88.0974156932586,83.2997116111004,42.6364138784843,36.9386346206341,39.4784439030457,37.1257859377051,34.5514283273887,38.1461413334516,1.76729150846438,3.69630219361099,2.51739733253305,2.4831570143073,2.09421500702678,2.5116726111885,3.42345582134729,6.1192203266297,5.43366175138864,4.52245987555755,4.2514957500025,4.75005870498514,23.9792881765381,18.0178194473738,18.9937965799948,19.5355417752708,19.4272392631219,19.9907370484599,56.6917880982944,49.9595338496985,52.7092691259547,48.8960396977063,49.8596779580813,51.623261745947,0.0660050923816034,0.0500248885116286,0.0547390831990758,0.0504370761958945,0.054666533031009,0.0551745346638423,1.27468348985633,2.00150893184003,1.48890871705004,1.40463133685361,1.15916189265301,1.4657788736506,12.1561595657704,9.85954011739497,9.05798158666351,10.8416473378904,12.1980893120044,10.8226835839447,5.654118083,-13.11209219,-12.08471526
62,14.8534891193879,14.4912903756616,13.5422317107714,11.8863410004178,7.95023793298539,12.5447180278448,50.077413966042,48.9155035559945,49.4299307949345,53.5810987178539,56.7137620066214,51.7435418082893,0.804890362268278,1.4226567759145,1.19264473512906,0.82967608540139,0.823618209090822,1.01469723356081,28.5692577058947,42.8625764233186,36.9308205530218,36.0038216400456,29.839386477462,34.8411725599486,11.1278975061046,7.93108747016558,8.15908101158787,7.88299691121214,7.26089329860666,8.47239123953537,81.5689428913446,77.3174468940699,80.1064227635323,83.3148251501562,86.6426911101622,81.790065761853,44.8320821624389,37.4138079214525,39.1963505550898,38.7184368187473,34.7838022673313,38.988895945012,1.71833051924542,4.9168634270133,4.09780084607453,2.63486152609831,2.55036276419934,3.18364381652618,3.72853573166636,8.93309541599452,6.70495432158357,5.21319607145531,5.3474384381807,5.98544399577609,22.9201602208665,17.5248571057299,17.5183118326441,17.9101880758194,17.2030129542826,18.6153060378685,57.6480060425794,48.6759581146496,50.9428679195219,52.3619062058455,49.8858166146025,51.9029109794398,0.062527064202947,0.0479328588629264,0.0554979087965356,0.0596979949314383,0.0571806578914319,0.0565672969370559,1.25871324615467,2.12024182771927,1.9327643630093,1.27061439333377,1.19891365566848,1.5562494971771,11.4868625881435,8.5142054620424,9.28548927531518,9.90982443602582,8.79313989961038,9.59790433222746,-35.19261916,-22.35599081,-13.24873756
63,12.9767909496234,12.6766883460496,11.9994720328374,10.2117428379705,7.17572518489754,11.0080838702757,52.6004535929536,53.069444746533,52.2255791652627,57.0771004167605,58.8163956574658,54.7577947157951,0.8022625077014,1.21444074074102,1.06887494203022,0.843983159864076,0.807872263006495,0.947486722668643,27.3349635592085,36.4003671335763,35.62284477726,34.467717241215,29.0380495288997,32.5727884480319,10.9242734890256,7.38412993468728,7.90780105676696,7.80537963541349,6.93139219569738,8.19059526231815,83.1950042976831,80.3911148493382,82.1260282254886,85.1687521767161,88.1436732015733,83.8049145501599,42.1911352202957,36.0661074363875,37.7274534917225,35.7357335670811,33.7678090136466,37.0976477458266,1.61977077365471,4.1855348749417,3.46764637656327,2.582363504367,2.32550632423722,2.83616437075278,3.49667817912028,6.95446080825049,6.06502976783699,4.78854344313257,4.64365033290859,5.18967250624978,22.5877924304074,17.286189461352,17.9418441874878,18.2836152878438,17.8414687620973,18.7881820258376,55.7364592475359,49.3429546498707,51.8595906055834,51.1714396348191,49.8355060564164,51.5891900388451,0.0630963344151134,0.0508156037860305,0.0558065181844727,0.0591442434025005,0.0582031359640879,0.057413167150441,1.21315353031795,2.03204120821177,1.69629720272319,1.36640255566112,1.22439835313271,1.50645857000935,11.9189230153111,9.14033760913755,9.61280171913113,10.5328977791427,10.8035132052411,10.4016946655927,18.6268069,7.001273174,19.48177619
64,14.8485203973959,12.3144035206212,11.5468608739511,7.99952474756656,6.58494803848293,10.6588515156035,49.0856819935538,54.2186505010709,52.9990073500822,59.8493236993254,59.1498202686634,55.0604967625392,0.799521370922808,1.1800886209751,1.05067404966335,0.761785005251085,0.774795852524047,0.913372979867277,28.385690335507,33.9030278536086,35.1148499333299,32.5182148864064,25.7399704231468,31.1323506863997,11.0820623870724,7.4230750605235,7.58374547454606,7.11698049082098,6.50646107923885,7.94246489844036,81.5204608108637,81.2548039074456,82.7719073027557,87.0869646259033,88.5159810436201,84.2300235381177,45.8319402340278,35.4854812330274,37.3367821165891,32.4853258797972,33.1493109149776,36.8577680756838,1.76998979649139,4.19023188511055,3.43381350956245,3.07901573280073,2.72283690833459,3.03917756645994,3.54564139144937,6.10192468228773,5.94672313419592,4.7834218077681,4.65390910686337,5.0063240245129,22.2779371557903,18.2610538790431,17.6369253753432,17.7682209074452,17.3818174879993,18.6651909611242,57.7269759997552,49.6552056376041,52.2913683382253,50.9294943590005,50.1471738928485,52.1500436454867,0.0628084638644366,0.050013577426433,0.0555876155464109,0.0589098140408707,0.0574778723907375,0.0569594686537777,1.2472948389996,2.00727144582374,1.63793139455612,1.41137727249703,1.28262494843374,1.51729998006205,11.0666029891333,10.1486591460006,9.3806114096688,10.4066997563822,9.73634061597777,10.1477827834325,21.81329586,-14.93628162,-21.00952462
65,12.1933152981333,13.0195200425295,12.2590056585569,10.7518123473881,7.14351955597298,11.0734345805162,53.3105092030102,52.6662713367012,51.9542390007165,55.4253815125654,57.8422206431531,54.2397243392293,0.794158115456892,1.22049580952124,1.16408663739311,0.812012666167937,0.790439928549864,0.956238631417809,24.9786548128904,38.6484191686502,36.4734273720255,33.8420144962279,26.9463410317447,32.1777713763077,11.0123798052749,7.37647440023212,7.80795436898623,7.81177695739228,6.80046414865503,8.16180993610812,84.2007764805644,79.6152754342623,81.3965034108155,84.3795080171894,87.5743176142449,83.4332761914153,41.5793754056208,35.8704413567829,37.6070683263806,36.6312473281215,33.8464441266422,37.1069153087096,1.64598200906918,4.13672805017599,4.2636265245608,2.86979329701958,2.57453145942208,3.09813226804952,3.39892388216944,7.35384208060426,6.9761912812933,4.99049603181768,4.98568424637061,5.54102750445106,23.4623040634019,16.729039621483,17.1480301146865,17.5000810690767,16.6448300654102,18.2968569868117,57.6316943022481,49.1096562506131,51.5394344409832,53.3408552081015,49.9838293165906,52.3210939037073,0.0675880170672457,0.0498411405105028,0.0556583810264215,0.0611707544402635,0.0577123310768309,0.0583941248242529,1.19741667112304,2.03485313388053,1.86190301344444,1.36393712902583,1.23529037590686,1.53868006467614,12.2605066016489,8.5743750424118,8.70684090370819,9.93837094724354,9.11076921369673,9.71817254174183,-26.75769951,-22.77561081,-20.13037842
66,14.5726813440727,12.8988317499284,12.0921286307013,8.68696600808398,6.70255456879117,10.9906324603155,50.1522327378478,52.7655238000553,52.0210370064415,59.3649775235156,59.7430891947706,54.8093720525262,0.805526246910029,1.22975322665697,1.04016606973073,0.832170606110827,0.80471544016211,0.942466317914132,27.6031325340316,39.4867146437922,36.0768682561356,35.3604809873739,29.2717893603824,33.5597971563432,11.4794860342349,7.37314421208152,7.80357174310713,7.47898308463976,6.79471725148677,8.18598046511,81.8026042427671,79.9802984671143,81.9073334325827,86.1531434917478,88.2396680865382,83.61660954415,44.4410552510234,36.1955435022739,37.9628470502958,32.4958163139238,32.8862876396215,36.7963099514277,1.75134187539742,4.17391910719367,2.89413275055132,2.9519868250084,2.66641931373071,2.8875599743763,3.60898331342702,7.40014304415081,6.0102917354959,5.13152057966236,5.03736024120054,5.43765978278732,23.0635000017687,16.7278956784064,17.1461642238082,17.1773737150626,16.642017319573,18.1513901877238,56.2558064316187,49.7442016401137,52.414087772053,51.0863395968241,50.1321208672695,51.9265112615758,0.0618718783546833,0.0495432965006446,0.0554397193814432,0.0589085837802566,0.0569878659566487,0.0565502687947353,1.24552502292275,1.99097771515385,1.50027429314502,1.43876468407494,1.28901539993818,1.49291142304695,11.4829889211375,8.63489781743177,8.81029558208935,10.1320560148635,9.40696412801885,9.69344049270819,-15.49706773,-21.76405507,25.49536935
67,12.3133545101933,13.1641022371719,12.3819980565609,9.07724289243604,7.86131371358022,10.9596022819885,52.4116775565554,51.3092506880587,51.0409490934063,59.137784984532,57.0568115365131,54.1912947718131,0.800258908650554,1.18768932411136,1.05368827443666,0.982662043407803,0.805068572926171,0.965873424706509,26.6272579492687,35.1966748357571,33.6270481024313,33.8997252991858,28.6472151327133,31.5995842638713,11.3618482459146,7.5643484096446,8.18145734369894,8.10590130459013,7.29023517792576,8.5007580963548,83.6782087599816,80.0286228880476,81.9430662075823,85.931628918829,87.3422917490674,83.7847637047016,42.2173487076182,37.8306695418481,39.1421980959162,32.721501027106,35.4099896521409,37.4643414049259,1.68264614205875,4.09413592728231,3.70465649048899,2.90597107939303,2.39998587090407,2.95747910202543,3.40834732463189,6.59642649742343,5.62289652382732,4.7368754313772,4.47671506730291,4.96825216891255,23.3876822421834,17.5153348805439,18.4046693636687,19.2944368683667,18.5391567152281,19.4282560139982,56.8130102566668,50.1284638736824,52.9364774019946,47.2904149960488,50.527664803255,51.5392062663295,0.0692669978931113,0.0511218849532306,0.0562104066053237,0.0488560432447735,0.0595412905059191,0.0569993246404717,1.21324976465631,1.97683853217307,1.73876161815574,1.45986725492445,1.21771579786757,1.52128659355543,12.0315011703979,8.86762581741743,10.0372120695675,11.0073364103494,10.4338260924302,10.4755003120325,17.45628452,-15.90809773,-6.395572433
68,13.8951274788754,13.4839500006728,12.8276680863004,12.4732497574569,6.92054807736904,11.9201086801349,50.1207607500618,51.687598065728,51.2955810636923,53.8659137631682,59.1835485053169,53.2306804295934,0.811184959299003,1.27008729463468,1.03826902258934,0.987977600981405,0.851855561975369,0.991874887895959,27.5423493857692,41.5905773653413,35.0344140348367,35.0581211504374,29.2570228892059,33.6964969651181,11.1778656283141,7.47751885767735,8.17196513850842,8.59008377659333,7.27778813621267,8.53904430746117,82.4193628430176,79.2110623167403,81.1863670604882,82.6565580801441,88.5774586368694,82.8101617874519,44.8003512631915,37.2514665562602,39.1288572901818,38.0984339596188,33.9573828493737,38.6472983837252,1.68221342694271,4.03013736501877,2.94755773046214,2.80814632920803,2.40960575330531,2.77553212098739,3.57697169103563,7.55932314826005,5.55852984537473,4.91178660771879,4.81520736437796,5.28436373135343,24.0452143738915,16.9438805739243,18.3519515023912,19.1728990394508,18.459686931342,19.3947264842,57.1740464265332,49.8903162232836,52.6134671951489,49.0895661996986,49.985407441343,51.7505606972015,0.0637719171213011,0.0491601576854665,0.0551181180404469,0.0464189304525736,0.055922343220923,0.0540782933041422,1.22459648058359,1.97587679583208,1.53277266143843,1.45961994997746,1.22772201946979,1.48411758146027,11.902678793503,8.53866093324563,9.45229497417491,10.5290158182943,10.8723080163248,10.2589917071085,-40.98921973,-20.18181274,-22.83256919
69,14.8720584708839,13.6888090818328,12.9905660889914,11.3762141264041,7.23900659266377,12.0333308721552,49.0621559396742,50.5906944807701,50.557352817544,55.4939541572548,58.2546474040663,52.7917609598619,0.807839883860703,1.28460496578388,1.10833581279107,0.856926945588892,0.810521619204499,0.973645845445808,30.2373383815941,42.8508701753804,37.7664145581275,34.9407088256508,28.3326703322897,34.8256004546085,10.8913390371015,7.65572560725625,7.96182980969868,8.18917678170148,7.00223960448692,8.34006216804896,81.1810911222792,78.7761677053502,80.9244515263937,84.2621616135603,87.9067928628777,82.6101329660922,45.0768013286355,37.0803749861951,39.1072408598697,37.3741677616266,34.0647420234491,38.5406653919552,1.81612653013206,4.28329612232348,3.26060535193917,2.69444094750487,2.57221234818508,2.92533626001693,3.91326091799862,7.95463982341121,6.35816208972032,4.85020435442841,4.98297070395033,5.61184757790178,20.7760810968878,16.4015972847272,17.4371019860477,19.0105563054877,17.0805927953072,18.1411858936915,57.0614084134968,49.4054486237632,51.9446849464287,50.6681677151558,50.1454973227997,51.8450414043288,0.0646863538283986,0.05006436010643,0.0557736429712327,0.0580057055069272,0.0580942145054877,0.0573248553836952,1.25063363517687,2.01613359831287,1.60825312179226,1.40853332186314,1.28850428185008,1.51441159179904,10.327193821313,8.06043804870413,8.70798291015685,10.5208141366585,9.62118023814583,9.44752183099567,-54.29649338,-27.17327903,-7.671838199
70,15.3441375552391,13.7668593815322,13.1431608508389,11.9686358759367,7.53252789146651,12.3510643110027,48.2745604475905,50.8622977060103,50.7401447924876,54.869037229993,57.8847974777805,52.5261675307724,0.79889263035927,1.26234471924144,1.09946100274461,0.947955771365949,0.796627113661567,0.981056247474566,28.6138967884287,45.7351929456451,38.0555622109463,35.9753996559303,27.1984421858331,35.1156987573567,10.9352843034698,6.99036750634782,7.70647197650916,8.02826006499828,6.66739121702824,8.06555501367066,81.1593254237976,78.6365021261851,80.753729926774,82.9063075100466,87.7486005509578,82.2408931075522,46.2717816235185,37.1417313894567,38.9961444393857,37.0628970552317,34.3616535563764,38.7668416127938,1.78174244822283,4.23117053483115,3.33229678985385,2.9532084842679,2.62186073235221,2.98405579790559,3.62431806508527,8.08177449467431,6.12334573499027,5.04208385059495,4.93007309109934,5.56031904728883,21.8273912624018,16.0065417836144,17.5341509819898,18.3077953132129,17.2268897532449,18.1805538188928,57.1001452212397,48.9813005654174,51.359644896522,51.6096139533931,49.9599847856974,51.8021378844539,0.0628001517089101,0.0501924159115599,0.0557377946147615,0.0565959200351634,0.0579754424918508,0.0566603449524491,1.21940908311095,1.97651887774498,1.6852765713017,1.468602398834,1.2960076984063,1.52916292587959,10.5070911055612,7.66329888122936,9.07052407745377,10.1243108202859,9.68441608686702,9.40992819427945,-46.88262996,-28.15069928,9.333582253
